image,book,page,column,ocr_char,syllable,label,unicode,label_level,tier,rule,s3_cosine,ink_pct,crop_w,crop_h,image_md5,seg_flag,bbox,seg_backend,nom_idx,syl_idx,syllable_ocr,syllable_raw,p_register,band_touched,n_ocr,n_qn,n_det,count_source,box_source,label_canonical,tier_v3,dict_support,context_evidence,l1_support,l1_tie,flank_gold,qd01_locked,qd01_excluded,am_da_quyet_ngoai_khoa,tier_goc,rule_goc,dup_bbox,cross_col,md5_dup,dup_defect,dup_group
gold/stt4_page_0014_c05_113.png,stt4,page_0014,5,对,đuối,対,U+5BFE,char,GOLD,s1_inter_s2_similar,,0.161,69,87,43e2adc64c50,ok,"[607, 1420, 679, 1495]",detector_centernet_v1,19,19,đuối,đuối,1.0,0,23,23,23,equal_qn,detector,対,CHAR_B,9,bigram|sim_unique,0,0,2,0,0,0,,,False,True,False,True,43e2adc64c50
gold/stt4_page_0016_c01_019.png,stt4,page_0016,1,法,phép,法,U+6CD5,char,GOLD,s1_inter_s2_direct,,0.0,85,88,aa18c3e60447,ok,"[1018, 1451, 1087, 1523]",detector_centernet_v1,19,19,phép,phép,1.0,0,23,23,11,conflict,midpoint,法,CHAR_A,11,bigram|corpus4|corpus2|direct|sim_unique,0,0,2,0,0,0,,,False,False,True,True,aa18c3e60447
gold/stt4_page_0016_c01_020.png,stt4,page_0016,1,冉,nhiệm,冉,U+5189,char,GOLD,s1_inter_s2_direct,,0.0,85,88,aa18c3e60447,ok,"[1018, 1511, 1087, 1583]",detector_centernet_v1,20,20,nhiệm,nhiệm,1.0,0,23,23,11,conflict,midpoint,冉,CHAR_A,9,corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,False,True,True,aa18c3e60447
syllable/stt4_page_0016_c01_021.png,stt4,page_0016,1,厚,lắm,,,syllable,SYLLABLE,syl_ctx:bigram,,0.0,85,88,aa18c3e60447,ok,"[1018, 1571, 1087, 1643]",detector_centernet_v1,21,21,lắm,lắm,1.0,0,23,23,11,conflict,midpoint,,SYL,31,bigram|corpus4|corpus2,0,0,2,0,0,0,,,False,False,True,True,aa18c3e60447
gold/stt4_page_0016_c04_079.png,stt4,page_0016,4,㐌,đã,㐌,U+340C,char,GOLD,s1_inter_s2_direct,,0.152,82,99,312db62b93de,ok,"[669, 1039, 743, 1120]",detector_centernet_v1,12,12,đã,đã,1.0,0,22,22,22,equal_qn,detector,㐌,CHAR_A,16,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,312db62b93de
gold/stt4_page_0016_c05_101.png,stt4,page_0016,5,柴,thầy,柴,U+67F4,char,GOLD,s1_inter_s2_direct,,0.152,82,99,312db62b93de,ok,"[669, 1039, 743, 1120]",detector_centernet_v1,12,12,thầy,thầy,1.0,0,22,22,22,equal_qn,detector,柴,CHAR_A,8,corpus4|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,312db62b93de
gold/stt4_page_0054_c04_082.png,stt4,page_0054,4,朱,cho,朱,U+6731,char,GOLD,s1_inter_s2_direct,,0.2,66,88,e9c24bbfb173,ok,"[654, 1424, 724, 1496]",detector_centernet_v1,19,19,cho,cho,1.0,0,23,23,23,equal_qn,detector,朱,CHAR_A,12,bigram|corpus4|tone|corpus2|direct,0,0,2,0,0,0,,,False,True,False,True,e9c24bbfb173
syllable/stt4_page_0054_c05_104.png,stt4,page_0054,5,希,nào,,,syllable,SYLLABLE,syl_ctx:bigram,,0.2,66,88,e9c24bbfb173,ok,"[654, 1424, 724, 1496]",detector_centernet_v1,18,18,nào,nào,1.0,0,22,22,22,equal_qn,detector,,SYL,22,bigram|corpus4|corpus2,0,0,2,0,0,0,,,False,True,False,True,e9c24bbfb173
gold/stt4_page_0054_c07_143.png,stt4,page_0054,7,模,mô,模,U+6A21,char,GOLD,s1_inter_s2_direct,,0.176,88,105,44d10c2f3aa7,ok,"[361, 1285, 439, 1375]",detector_centernet_v1,15,15,mô,mô,1.0,0,20,20,20,equal_qn,detector,模,CHAR_A,69,corpus4|corpus2|direct,0,0,0,0,0,0,,,False,True,False,True,44d10c2f3aa7
syllable/stt4_page_0054_c07_144.png,stt4,page_0054,7,謁,giảng,,,syllable,SYLLABLE,syl_ctx:corpus4,,0.159,94,107,ea8ddd2bb24b,ok,"[362, 1359, 438, 1447]",detector_centernet_v1,16,16,giảng,giảng,1.0,0,20,20,20,equal_qn,detector,,SYL,6,corpus4|corpus2,0,0,1,0,0,0,,,False,True,False,True,ea8ddd2bb24b
gold/stt4_page_0054_c08_163.png,stt4,page_0054,8,事,sự,事,U+4E8B,char,GOLD,s1_inter_s2_direct,,0.176,88,105,44d10c2f3aa7,ok,"[361, 1285, 439, 1375]",detector_centernet_v1,15,15,sự,sự,1.0,0,20,20,20,equal_qn,detector,事,CHAR_A,16,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,0,0,0,,,False,True,False,True,44d10c2f3aa7
gold/stt4_page_0054_c08_164.png,stt4,page_0054,8,債,trái,債,U+50B5,char,GOLD,s1_inter_s2_direct_am_sua_dau,,0.159,94,107,ea8ddd2bb24b,ok,"[362, 1359, 438, 1447]",detector_centernet_v1,16,16,trài,trài,0.9999,0,20,20,20,equal_qn,detector,債,CHAR_A,31,bigram|corpus4|corpus2|direct|sim_unique,12,0,2,0,0,0,,,False,True,False,True,ea8ddd2bb24b
gold/stt4_page_0054_c08_167.png,stt4,page_0054,8,填,xin,填,U+586B,char,GOLD,s1_inter_s2_direct,,0.141,86,76,417bc035c2dc,ok,"[264, 1568, 334, 1644]",detector_centernet_v1,19,19,xin,xin,1.0,0,20,20,20,equal_qn,detector,填,CHAR_A,8,corpus4|corpus2|direct,0,0,0,0,0,0,,,False,True,False,True,417bc035c2dc
gold/stt4_page_0054_c09_188.png,stt4,page_0054,9,浪,răng,浪,U+6D6A,char,GOLD,s1_inter_s2_direct,,0.141,86,76,417bc035c2dc,ok,"[264, 1568, 334, 1644]",detector_centernet_v1,21,20,răng,răng,1.0,0,22,21,22,equal_ocr,detector,浪,CHAR_A,16,corpus4|tone|corpus2|direct,0,0,0,0,0,0,,,False,True,False,True,417bc035c2dc
gold/stt4_page_0058_c02_041.png,stt4,page_0058,2,事,sự,事,U+4E8B,char,GOLD,s1_inter_s2_direct,,0.149,88,79,7688caf2a149,ok,"[854, 1595, 927, 1669]",detector_centernet_v1,18,19,sự,sự,1.0,0,19,20,20,equal_qn,detector,事,CHAR_A,16,corpus4|corpus2|direct|sim_unique,0,0,1,0,0,0,,,False,True,False,True,7688caf2a149
gold/stt4_page_0058_c03_061.png,stt4,page_0058,3,不,vậy,丕,U+4E15,char,GOLD,s1_inter_s2_similar,,0.149,88,79,7688caf2a149,ok,"[854, 1595, 927, 1669]",detector_centernet_v1,19,19,vậy,Vậy,1.0,0,20,20,20,equal_qn,detector,丕,CHAR_B,8,corpus4|corpus2|sim_unique,0,0,0,0,0,0,,,False,True,False,True,7688caf2a149
gold/stt4_page_0058_c04_082.png,stt4,page_0058,4,几,kẻ,几,U+51E0,char,GOLD,s1_inter_s2_direct,,0.187,83,79,0b04f3ac7ada,ok,"[651, 1583, 726, 1655]",detector_centernet_v1,20,20,kẻ,kẻ,1.0,0,21,21,21,equal_qn,detector,几,CHAR_A,19,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,1,0,0,0,,,False,True,False,True,0b04f3ac7ada
gold/stt4_page_0058_c05_102.png,stt4,page_0058,5,意,ý,意,U+610F,char,GOLD,s1_inter_s2_direct,,0.185,85,81,70a9a5be615b,ok,"[558, 1514, 632, 1594]",detector_centernet_v1,19,19,ý,ý,1.0,0,21,21,21,equal_qn,detector,意,CHAR_A,43,bigram|corpus4|tone|corpus2|direct,0,0,2,0,0,0,,,False,True,False,True,70a9a5be615b
gold/stt4_page_0058_c05_103.png,stt4,page_0058,5,調,điều,調,U+8ABF,char,GOLD,s1_inter_s2_direct,,0.187,83,79,0b04f3ac7ada,ok,"[651, 1583, 726, 1655]",detector_centernet_v1,20,20,điều,điều,1.0,0,21,21,21,equal_qn,detector,調,CHAR_A,45,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,0b04f3ac7ada
gold/stt4_page_0058_c06_123.png,stt4,page_0058,6,些,ta,些,U+4E9B,char,GOLD,s1_inter_s2_direct,,0.185,85,81,70a9a5be615b,ok,"[558, 1514, 632, 1594]",detector_centernet_v1,19,19,ta,ta,0.9994,0,21,22,21,equal_ocr,detector,些,CHAR_A,55,bigram|corpus4|tone|corpus2|direct,0,0,0,0,0,0,,,False,True,False,True,70a9a5be615b
gold/stt4_page_0058_c08_161.png,stt4,page_0058,8,饒,nhiều,饒,U+9952,char,GOLD,s1_inter_s2_direct,,0.186,95,100,b5bd36cf1309,ok,"[268, 1288, 345, 1374]",detector_centernet_v1,16,16,nhiều,nhiều,1.0,0,21,21,21,equal_qn,detector,饒,CHAR_A,18,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,b5bd36cf1309
gold/stt4_page_0058_c09_181.png,stt4,page_0058,9,扶,phù,扶,U+6276,char,GOLD,s1_inter_s2_direct,,0.186,95,100,b5bd36cf1309,ok,"[268, 1288, 345, 1374]",detector_centernet_v1,15,15,phù,phù,1.0,0,20,20,20,equal_qn,detector,扶,CHAR_A,61,bigram|corpus4|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,b5bd36cf1309
gold/stt4_page_0090_c04_089.png,stt4,page_0090,4,卒,tốt,卒,U+5352,char,GOLD,s1_inter_s2_direct,,0.126,83,94,426e7c396206,ok,"[605, 1525, 676, 1601]",detector_centernet_v1,22,24,tốt,tốt,1.0,0,24,26,24,equal_ocr,detector,卒,CHAR_A,23,corpus4|tone|corpus2|direct|sim_unique,0,0,0,0,0,0,,,False,True,False,True,426e7c396206
gold/stt4_page_0090_c05_111.png,stt4,page_0090,5,真,chân,真,U+771F,char,GOLD,s1_inter_s2_direct,,0.126,83,94,426e7c396206,ok,"[605, 1525, 676, 1601]",detector_centernet_v1,20,20,chân,chân,0.9993,0,22,33,22,equal_ocr,detector,真,CHAR_A,27,bigram|corpus4|corpus2|direct,0,0,0,0,0,0,,,False,True,False,True,426e7c396206
gold/stt4_page_0130_c07_148.png,stt4,page_0130,7,麻,mà,麻,U+9EBB,char,GOLD,s1_inter_s2_direct,,0.122,69,98,111bcce053c8,ok,"[378, 1334, 450, 1414]",detector_centernet_v1,17,17,mà,mà,1.0,0,22,22,22,equal_qn,detector,麻,CHAR_A,21,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,111bcce053c8
gold/stt4_page_0130_c07_151.png,stt4,page_0130,7,翁,ông,翁,U+7FC1,char,GOLD,s1_inter_s2_direct,,0.178,69,86,f75afef68eec,ok,"[379, 1523, 450, 1601]",detector_centernet_v1,20,20,ông,Ông,1.0,0,22,22,22,equal_qn,detector,翁,CHAR_A,17,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,0,0,0,0,,,False,True,False,True,f75afef68eec
syllable/stt4_page_0130_c07_152.png,stt4,page_0130,7,𦤳,thánh,,,syllable,SYLLABLE,syl_ctx:bigram,,0.169,65,80,8e73f5d1c81b,ok,"[373, 1585, 441, 1658]",detector_centernet_v1,21,21,thánh,Thánh,1.0,0,22,22,22,equal_qn,detector,,SYL,33,bigram|corpus4|corpus2,0,0,1,0,0,0,,,False,True,False,True,8e73f5d1c81b
syllable/stt4_page_0130_c08_170.png,stt4,page_0130,8,須,đầu,,,syllable,SYLLABLE,syl_ctx:corpus4,,0.122,69,98,111bcce053c8,ok,"[378, 1334, 450, 1414]",detector_centernet_v1,17,17,đầu,đầu,1.0,0,22,22,22,equal_qn,detector,,SYL,16,corpus4|corpus2,0,0,2,0,0,0,,,False,True,False,True,111bcce053c8
gold/stt4_page_0130_c08_173.png,stt4,page_0130,8,保,bảo,保,U+4FDD,char,GOLD,s1_inter_s2_direct,,0.178,69,86,f75afef68eec,ok,"[379, 1523, 450, 1601]",detector_centernet_v1,20,20,bảo,Bảo,1.0,0,22,22,22,equal_qn,detector,保,CHAR_A,64,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,f75afef68eec
gold/stt4_page_0130_c08_174.png,stt4,page_0130,8,禄,lộc,禄,U+7984,char,GOLD,s1_inter_s2_direct,,0.169,65,80,8e73f5d1c81b,ok,"[373, 1585, 441, 1658]",detector_centernet_v1,21,21,lộc,Lộc,1.0,0,22,22,22,equal_qn,detector,禄,CHAR_A,48,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,8e73f5d1c81b
gold/stt4_page_0136_c05_103.png,stt4,page_0136,5,庄,chăng,庄,U+5E84,char,GOLD,s1_inter_s2_direct,,0.114,70,93,fba7dfad5bd0,ok,"[540, 1327, 613, 1404]",detector_centernet_v1,17,17,chăng,chăng,1.0,0,22,22,22,equal_qn,detector,庄,CHAR_A,26,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,1,0,0,0,,,False,True,False,True,fba7dfad5bd0
gold/stt4_page_0136_c05_105.png,stt4,page_0136,5,於,ở,於,U+65BC,char,GOLD,s1_inter_s2_direct,,0.117,89,90,0c07611e7d78,ok,"[532, 1448, 607, 1526]",detector_centernet_v1,19,19,ở,ở,1.0,0,22,22,22,equal_qn,detector,於,CHAR_A,20,bigram|corpus4|tone|corpus2|direct,0,0,2,0,0,0,,,False,True,False,True,0c07611e7d78
gold/stt4_page_0136_c05_106.png,stt4,page_0136,5,尼,nơi,尼,U+5C3C,char,GOLD,s1_inter_s2_direct,,0.126,69,92,5061f245c827,ok,"[539, 1511, 614, 1590]",detector_centernet_v1,20,20,nơi,nơi,1.0,0,22,22,22,equal_qn,detector,尼,CHAR_A,13,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,1,0,0,0,,,False,True,False,True,5061f245c827
gold/stt4_page_0136_c06_124.png,stt4,page_0136,6,麻,mà,麻,U+9EBB,char,GOLD,s1_inter_s2_direct,,0.114,70,93,fba7dfad5bd0,ok,"[540, 1327, 613, 1404]",detector_centernet_v1,16,16,mà,mà,1.0,0,21,21,21,equal_qn,detector,麻,CHAR_A,21,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,fba7dfad5bd0
gold/stt4_page_0136_c06_126.png,stt4,page_0136,6,勧,khuyên,勧,U+52E7,char,GOLD,s1_inter_s2_direct,,0.117,89,90,0c07611e7d78,ok,"[532, 1448, 607, 1526]",detector_centernet_v1,18,18,khuyên,khuyên,1.0,0,21,21,21,equal_qn,detector,勧,CHAR_A,9,corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,0c07611e7d78
gold/stt4_page_0136_c06_127.png,stt4,page_0136,6,巴,ba,巴,U+5DF4,char,GOLD,s1_inter_s2_direct,,0.126,69,92,5061f245c827,ok,"[539, 1511, 614, 1590]",detector_centernet_v1,19,19,ba,ba,1.0,0,21,21,21,equal_qn,detector,巴,CHAR_A,55,bigram|corpus4|corpus2|direct,0,0,2,0,0,0,,,False,True,False,True,5061f245c827
gold/stt4_page_0170_c08_173.png,stt4,page_0170,8,中,trong,中,U+4E2D,char,GOLD,s1_inter_s2_direct,,0.114,88,80,be7e85464f92,ok,"[273, 1581, 345, 1656]",detector_centernet_v1,20,20,trong,trong,1.0,0,21,21,21,equal_qn,detector,中,CHAR_A,52,corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,be7e85464f92
gold/stt4_page_0170_c09_196.png,stt4,page_0170,9,固,có,固,U+56FA,char,GOLD,s1_inter_s2_direct,,0.114,88,80,be7e85464f92,ok,"[273, 1581, 345, 1656]",detector_centernet_v1,22,22,có,có,1.0,0,23,23,23,equal_qn,detector,固,CHAR_A,15,corpus4|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,be7e85464f92
gold/stt4_page_0282_c04_084.png,stt4,page_0282,4,持,được,持,U+6301,char,GOLD,s1_inter_s2_direct,,0.171,67,88,40266733d0fd,ok,"[600, 1236, 668, 1308]",detector_centernet_v1,16,16,được,được,1.0,0,23,23,23,equal_qn,detector,持,CHAR_A,21,bigram|corpus4|corpus2|direct,0,0,2,0,0,0,,,False,True,False,True,40266733d0fd
gold/stt4_page_0282_c04_085.png,stt4,page_0282,4,補,bỏ,補,U+88DC,char,GOLD,s1_inter_s2_direct,,0.197,66,86,d38a4a6456b8,ok,"[600, 1294, 669, 1365]",detector_centernet_v1,17,17,bỏ,bỏ,1.0,0,23,23,23,equal_qn,detector,補,CHAR_A,18,bigram|corpus4|tone|corpus2|direct,0,0,2,0,0,0,,,False,True,False,True,d38a4a6456b8
gold/stt4_page_0282_c05_107.png,stt4,page_0282,5,益,ích,益,U+76CA,char,GOLD,s1_inter_s2_direct,,0.171,67,88,40266733d0fd,ok,"[600, 1236, 668, 1308]",detector_centernet_v1,16,17,ích,ích,1.0,0,23,24,24,equal_qn,detector,益,CHAR_A,16,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,40266733d0fd
gold/stt4_page_0282_c05_108.png,stt4,page_0282,5,朱,cho,朱,U+6731,char,GOLD,s1_inter_s2_direct,,0.197,66,86,d38a4a6456b8,ok,"[600, 1294, 669, 1365]",detector_centernet_v1,17,18,cho,cho,1.0,0,23,24,24,equal_qn,detector,朱,CHAR_A,12,bigram|corpus4|tone|corpus2|direct,0,0,1,0,0,0,,,False,True,False,True,d38a4a6456b8
