image,nom_idx,syl_idx,syllable_ocr,syllable_raw,tier_v3,tier_goc,rule_goc,p_register,dict_support,context_evidence,l1_support,l1_tie,flank_gold,box_source,qd01_locked,qd01_excluded,label_canonical,crop_quality_flag,stray_ink,border_ink,ink_pct,crop_w,crop_h,seg_flag,s3_cosine
gold/stt11_page_0010_c03_033.png,6,6,đời,đời,CHAR_A,,,1.0,7,corpus4|tone|corpus2|direct,0,0,1,midpoint,0,0,代,ok,0.0,0.0,0.162,109,136,ok,
gold/stt11_page_0010_c03_035.png,8,8,một,một,CHAR_B,,,1.0,37,bigram|corpus4|corpus2|sim_unique,0,0,1,midpoint,0,0,沒,ok,0.0,0.0405,0.27,111,151,ok,
gold/stt11_page_0010_c03_036.png,9,9,sự,sự,CHAR_A,,,1.0,16,bigram|corpus4|corpus2|direct|sim_unique,0,0,0,midpoint,0,0,事,truncated,0.0,0.2022,0.24,89,151,ok,
syllable/stt11_page_0010_c03_037.png,10,10,làm,làm,SYL,,,1.0,17,bigram|corpus4|corpus2,0,0,2,midpoint,0,0,,ok,0.0,0.1139,0.268,79,152,tall,
gold/stt11_page_0010_c03_038.png,11,11,cho,cho,CHAR_A,,,1.0,12,bigram|corpus4|tone|corpus2|direct,0,0,0,midpoint,0,0,朱,ok,0.0,0.0159,0.191,126,151,ok,
gold/stt11_page_0010_c03_040.png,13,13,vui,vui,CHAR_A,,,1.0,14,corpus4|tone|corpus2|direct|sim_unique,0,0,0,detector,0,0,盃,ok,0.0,0.0882,0.259,85,142,ok,
gold/stt11_page_0010_c03_042.png,15,15,lành,lành,CHAR_A,,,1.0,23,corpus4|tone|corpus2|direct,0,0,0,detector,0,0,冷,ok,0.0,0.0263,0.188,114,144,ok,
syllable/stt11_page_0010_c03_043.png,16,16,đức,Đức,SYL,,,1.0,21,bigram|corpus4|corpus2,0,0,2,midpoint,0,0,,ok,0.0,0.0,0.175,114,147,ok,
gold/stt11_page_0010_c03_044.png,17,17,chúa,Chúa,CHAR_A,,,1.0,2,bigram|corpus4|corpus2|direct,0,0,0,detector,0,0,主,ok,0.0,0.055,0.168,109,136,ok,
syllable/stt11_page_0010_c03_045.png,18,18,trời,Trời,SYL,,,1.0,13,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0746,0.0052,0.164,97,117,ok,
syllable/stt11_page_0010_c03_046.png,19,19,là,là,SYL,,,1.0,31,corpus4|tone|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0,0.207,93,91,ok,
gold/stt11_page_0010_c04_047.png,0,0,mạch,mạch,CHAR_A,,,1.0,43,corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,脉,ok,0.0,0.0,0.277,114,87,ok,
gold/stt11_page_0010_c04_048.png,1,1,mọi,mọi,CHAR_A,,,1.0,11,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,2,detector,0,0,每,ok,0.0,0.0,0.222,136,119,ok,
gold/stt11_page_0010_c04_049.png,2,2,sự,sự,CHAR_A,,,1.0,16,bigram|corpus4|corpus2|direct|sim_unique,0,0,2,detector,0,0,事,ok,0.0,0.0,0.209,112,132,ok,
gold/stt11_page_0010_c04_050.png,3,3,thịnh,thịnh,CHAR_A,,,0.9988,4,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,盛,ok,0.0,0.0,0.212,125,139,ok,
gold/stt11_page_0010_c04_051.png,5,4,ông,ông,CHAR_A,,,0.9988,17,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,2,detector,0,0,翁,ok,0.0,0.0465,0.247,129,150,ok,
gold/stt11_page_0010_c04_052.png,6,5,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,垩,ok,0.0,0.0,0.244,96,145,ok,
gold/stt11_page_0010_c04_053.png,7,6,pha,Pha,CHAR_A,,,1.0,29,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,葩,ok,0.0,0.0526,0.248,114,157,ok,
syllable/stt11_page_0010_c04_054.png,8,7,pha,pha,SYL,,,1.0,29,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0545,0.227,101,133,ok,
gold/stt11_page_0010_c04_055.png,9,8,bô,Bô,CHAR_A,,,1.0,31,tone|direct,0,0,1,detector,0,0,哺,ok,0.0,0.0,0.227,113,130,ok,
gold/stt11_page_0010_c04_056.png,10,9,ni,ni,CHAR_A,,,1.0,23,corpus4|tone|corpus2|direct|sim_unique,0,0,1,detector,0,0,尼,ok,0.0,0.0833,0.17,114,151,ok,
syllable/stt11_page_0010_c04_057.png,11,10,pha,pha,SYL,,,1.0,29,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0926,0.207,135,136,ok,
syllable/stt11_page_0010_c04_058.png,12,11,si,si,SYL,,,1.0,99,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.235,127,148,ok,
gold/stt11_page_0010_c04_059.png,13,12,ô,ô,CHAR_A,,,1.0,53,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,烏,ok,0.0,0.0,0.228,98,145,ok,
gold/stt11_page_0010_c04_060.png,14,13,thứ,thứ,CHAR_A,,,1.0,58,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,次,ok,0.0,0.0491,0.211,112,146,ok,
syllable/stt11_page_0010_c04_061.png,15,14,bốn,bốn,SYL,,,1.0,12,corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0219,0.203,114,146,ok,
gold/stt11_page_0010_c04_062.png,16,15,thấy,thấy,CHAR_A,,,1.0,15,corpus4|corpus2|direct,0,0,0,detector,0,0,体,ok,0.0,0.0236,0.23,106,142,ok,
syllable/stt11_page_0010_c04_063.png,17,16,một,một,SYL,,,1.0,37,corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.1364,0.237,99,145,ok,
gold/stt11_page_0010_c04_064.png,18,17,nhà,nhà,CHAR_A,,,1.0,19,corpus4|tone|corpus2|direct|sim_unique,0,0,1,detector,0,0,茹,ok,0.0,0.0529,0.194,104,138,ok,
gold/stt11_page_0010_c04_065.png,19,18,quỷ,quỷ,CHAR_A,,,1.0,25,corpus4|tone|corpus2|direct,0,0,2,detector,0,0,鬼,ok,0.0,0.0242,0.169,124,139,ok,
gold/stt11_page_0010_c04_066.png,20,19,ở,ở,CHAR_A,,,1.0,20,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,於,ok,0.0,0.0278,0.207,126,145,ok,
gold/stt11_page_0010_c04_067.png,21,20,thành,thành,CHAR_A,,,1.0,13,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,城,ok,0.0,0.0238,0.191,126,118,ok,
syllable/stt11_page_0010_c05_068.png,0,0,rô,Rô,SYL,,,1.0,11,bigram|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0,0.312,84,100,ok,
syllable/stt11_page_0010_c05_069.png,1,1,ma,ma,SYL,,,1.0,59,bigram|corpus4|tone|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0281,0.226,89,145,ok,
gold/stt11_page_0010_c05_070.png,2,2,khéo,khéo,CHAR_A,,,1.0,24,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,1,detector,0,0,窖,ok,0.0,0.0,0.267,83,146,ok,
gold/stt11_page_0010_c05_071.png,3,3,lăm,lăm,CHAR_A,,,1.0,31,bigram|corpus4|corpus2|direct,2,0,2,detector,0,0,凜,ok,0.0,0.0482,0.279,83,144,ok,
gold/stt11_page_0010_c05_072.png,4,4,ông,ông,CHAR_A,,,1.0,17,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,2,detector,0,0,翁,ok,0.0,0.0798,0.249,94,154,ok,
gold/stt11_page_0010_c05_073.png,5,5,kia,kia,CHAR_A,,,1.0,25,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,其,ok,0.0,0.0,0.264,74,151,tall,
gold/stt11_page_0010_c05_074.png,6,6,tên,tên,CHAR_A,,,1.0,29,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,先,ok,0.0,0.0877,0.188,114,147,ok,
syllable/stt11_page_0010_c05_075.png,7,7,là,là,SYL,,,1.0,31,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0381,0.214,105,156,ok,
syllable/stt11_page_0010_c05_076.png,8,8,a,A,SYL,,,1.0,118,tone|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0885,0.275,96,152,ok,
gold/stt11_page_0010_c05_077.png,9,9,ki,ki,CHAR_B,,,1.0,46,corpus4|tone|corpus2|sim_unique,0,0,1,detector,0,0,朞,ok,0.0,0.0804,0.258,112,149,ok,
gold/stt11_page_0010_c05_078.png,10,10,li,li,CHAR_A,,,1.0,113,corpus4|corpus2|direct,0,0,1,detector,0,0,离,ok,0.0,0.0,0.211,123,147,ok,
gold/stt11_page_0010_c05_079.png,11,11,pha,pha,CHAR_A,,,1.0,29,corpus4|corpus2|direct|sim_unique,0,0,1,detector,0,0,葩,ok,0.0,0.0,0.291,92,138,ok,
syllable/stt11_page_0010_c05_080.png,12,12,làm,làm,SYL,,,1.0,17,corpus4|corpus2,0,0,1,detector,0,0,,bleed,0.1057,0.0,0.222,109,135,ok,
syllable/stt11_page_0010_c05_081.png,13,13,xưa,xưa,SYL,,,1.0,20,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.211,88,142,ok,
gold/stt11_page_0010_c05_082.png,14,14,mà,mà,CHAR_A,,,1.0,21,bigram|corpus4|tone|corpus2|direct,0,0,0,detector,0,0,麻,ok,0.0,0.0,0.235,115,151,ok,
syllable/stt11_page_0010_c05_083.png,15,15,thờ,thờ,SYL,,,1.0,25,corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0598,0.279,117,149,ok,
gold/stt11_page_0010_c05_084.png,16,16,nó,nó,CHAR_A,,,1.0,6,corpus4|tone|corpus2|direct,0,0,1,detector,0,0,奴,ok,0.0,0.031,0.191,129,147,ok,
gold/stt11_page_0010_c05_085.png,17,17,ông,Ông,CHAR_A,,,1.0,17,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,2,detector,0,0,翁,ok,0.0,0.0469,0.179,128,139,ok,
gold/stt11_page_0010_c05_086.png,18,18,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,垩,ok,0.0,0.0,0.256,73,131,ok,
syllable/stt11_page_0010_c05_087.png,19,19,pha,Pha,SYL,,,1.0,29,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.248,101,122,ok,
syllable/stt11_page_0010_c05_088.png,20,20,pha,pha,SYL,,,1.0,29,corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0571,0.23,105,133,ok,
gold/stt11_page_0010_c06_089.png,0,0,thấy,thấy,CHAR_A,,,0.9988,15,corpus4|corpus2|direct,0,0,0,legacy_locked_col,0,0,体,ok,0.0,0.0,0.21,106,119,ok,
syllable/stt11_page_0010_c06_091.png,2,3,đã,đã,SYL,,,0.9999,16,corpus4|corpus2,0,0,0,legacy_locked_col,0,0,,ok,0.0,0.0407,0.2,86,144,ok,
syllable/stt11_page_0010_c06_092.png,3,4,học,học,SYL,,,1.0,13,bigram|corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,ok,0.0,0.0414,0.166,133,150,ok,
gold/stt11_page_0010_c06_093.png,4,5,đạo,đạo,CHAR_A,,,1.0,40,bigram|corpus4|tone|corpus2|direct,0,0,1,legacy_locked_col,0,0,道,ok,0.0,0.0312,0.182,96,124,ok,
gold/stt11_page_0010_c06_094.png,5,6,thật,thật,CHAR_A,,,1.0,10,bigram|corpus4|corpus2|direct|sim_unique,0,0,2,legacy_locked_col,0,0,实,ok,0.0,0.0547,0.176,128,144,ok,
gold/stt11_page_0010_c06_095.png,6,7,chăng,chăng,CHAR_A,,,1.0,26,corpus4|tone|corpus2|direct|sim_unique,0,0,2,legacy_locked_col,0,0,庄,ok,0.0,0.0509,0.222,108,143,ok,
gold/stt11_page_0010_c06_096.png,7,8,còn,còn,CHAR_A,,,1.0,15,corpus2|direct|sim_unique,0,0,2,legacy_locked_col,0,0,羣,ok,0.0,0.0357,0.307,84,141,ok,
gold/stt11_page_0010_c06_097.png,8,9,thờ,thờ,CHAR_A,,,1.0,25,corpus4|tone|corpus2|direct,0,0,2,legacy_locked_col,0,0,蜍,ok,0.0,0.0045,0.241,111,152,ok,
gold/stt11_page_0010_c06_098.png,9,10,quỷ,quỷ,CHAR_A,,,1.0,25,bigram|corpus4|tone|corpus2|direct,0,0,2,legacy_locked_col,0,0,鬼,ok,0.0,0.0372,0.222,94,138,ok,
gold/stt11_page_0010_c06_099.png,10,11,nữa,nữa,CHAR_A,,,1.0,5,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,2,legacy_locked_col,0,0,女,ok,0.0,0.0128,0.185,117,143,ok,
gold/stt11_page_0010_c06_100.png,11,12,thì,thì,CHAR_A,,,1.0,56,bigram|corpus4|corpus2|direct,0,0,2,legacy_locked_col,0,0,時,ok,0.0,0.0,0.238,108,148,ok,
gold/stt11_page_0010_c06_101.png,12,13,người,người,CHAR_A,GOLD,s1_inter_s2_direct,1.0,20,bigram|corpus4|corpus2|direct|sim_unique,0,0,1,qd01_locked,1,0,𠊚,ok,0.0,0.0802,0.177,106,145,ok,
syllable/stt11_page_0010_c06_102.png,13,14,lấy,lấy,SYL,,,1.0,24,bigram|corpus4|corpus2,0,0,2,legacy_locked_col,0,0,,ok,0.0,0.0,0.187,112,149,ok,
gold/stt11_page_0010_c06_103.png,14,15,nhà,nhà,CHAR_A,,,0.9994,19,bigram|corpus4|tone|corpus2|direct|sim_unique,0,0,0,legacy_locked_col,0,0,茹,ok,0.0066,0.0,0.207,87,126,ok,
syllable/stt11_page_0010_c06_104.png,15,17,làm,làm,SYL,,,0.5,17,corpus4|corpus2,0,0,1,legacy_locked_col,0,0,,ok,0.0,0.0297,0.153,101,135,ok,
gold/stt11_page_0010_c06_105.png,16,18,đền,đền,CHAR_A,,,0.9994,16,bigram|corpus4|corpus2|direct,0,0,1,legacy_locked_col,0,0,殿,ok,0.0,0.0,0.213,115,126,ok,
gold/stt11_page_0010_c06_106.png,17,19,thờ,thờ,CHAR_A,,,1.0,25,bigram|corpus4|tone|corpus2|direct,0,0,2,legacy_locked_col,0,0,蜍,ok,0.0,0.0991,0.213,116,140,ok,
gold/stt11_page_0010_c06_107.png,18,20,chúa,chúa,CHAR_A,,,1.0,2,bigram|corpus4|corpus2|direct,0,0,2,legacy_locked_col,0,0,主,ok,0.0,0.0425,0.19,106,138,ok,
gold/stt11_page_0010_c06_108.png,19,21,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,1,legacy_locked_col,0,0,各,ok,0.0,0.0573,0.22,96,114,ok,
gold/stt11_page_0010_c07_109.png,0,0,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,0,detector,0,0,垩,ok,0.0,0.0045,0.2,110,114,ok,
syllable/stt11_page_0010_c07_110.png,1,1,là,là,SYL,,,1.0,31,bigram|corpus4|tone|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.19,104,144,ok,
syllable/stt11_page_0010_c07_111.png,2,2,rất,rất,SYL,,,1.0,14,bigram|corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0,0.267,78,138,ok,
gold/stt11_page_0010_c07_112.png,3,3,thánh,thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,0,detector,0,0,垩,ok,0.0,0.0,0.192,89,117,ok,
syllable/stt11_page_0010_c07_113.png,4,4,đức,đức,SYL,,,1.0,21,bigram|corpus4|corpus2,0,0,1,detector,0,0,,bleed,0.2688,0.0562,0.205,89,119,ok,
syllable/stt11_page_0010_c07_114.png,5,5,bà,bà,SYL,,,1.0,36,bigram|corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0128,0.185,117,116,ok,
syllable/stt11_page_0010_c07_115.png,6,6,ma,ma,SYL,,,1.0,59,bigram|corpus4|tone|corpus2,0,0,0,detector,0,0,,ok,0.0,0.0429,0.237,105,131,ok,
syllable/stt11_page_0010_c07_117.png,8,8,a,a,SYL,,,1.0,118,bigram|corpus4|corpus2,0,0,1,detector,0,0,,truncated,0.0,0.2136,0.23,110,133,ok,
gold/stt11_page_0010_c07_118.png,9,9,cùng,cùng,CHAR_A,,,1.0,44,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,共,ok,0.0,0.0487,0.202,113,128,ok,
gold/stt11_page_0010_c07_119.png,10,10,các,các,CHAR_A,,,1.0,21,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,各,ok,0.0,0.0,0.167,96,121,ok,
gold/stt11_page_0010_c07_120.png,11,11,thánh,Thánh,CHAR_A,,,1.0,33,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,垩,ok,0.0,0.0,0.186,101,116,ok,
gold/stt11_page_0010_c07_121.png,12,12,nam,nam,CHAR_A,,,1.0,26,bigram|corpus4|corpus2|direct,0,0,2,detector,0,0,男,ok,0.0,0.0,0.22,101,135,ok,
gold/stt11_page_0010_c07_122.png,13,13,nữ,nữ,CHAR_A,,,1.0,15,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,女,ok,0.0,0.0,0.141,114,137,ok,
gold/stt11_page_0010_c07_123.png,14,14,ở,ở,CHAR_A,,,1.0,20,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,於,ok,0.0,0.0115,0.151,131,137,ok,
gold/stt11_page_0010_c07_124.png,15,15,trên,trên,CHAR_A,,,1.0,9,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,蓮,ok,0.0,0.0191,0.166,131,141,ok,
syllable/stt11_page_0010_c07_125.png,16,16,trời,trời,SYL,,,1.0,13,corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0308,0.193,130,133,ok,
gold/stt11_page_0010_c07_126.png,17,17,vì,Vì,CHAR_A,,,1.0,7,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,爲,ok,0.0,0.0398,0.184,113,140,ok,
gold/stt11_page_0010_c07_127.png,18,18,vậy,vậy,CHAR_A,,,1.0,8,bigram|corpus4|tone|corpus2|direct,0,0,1,detector,0,0,丕,ok,0.0,0.0488,0.175,82,144,ok,
syllable/stt11_page_0010_c07_128.png,19,19,don,don,SYL,,,0.9999,9,tone,0,0,1,detector,0,0,,ok,0.0,0.0038,0.178,131,124,ok,
syllable/stt11_page_0010_c07_130.png,21,21,ấy,ấy,SYL,,,1.0,32,corpus4|corpus2,0,0,0,detector,0,0,,ok,0.0,0.031,0.105,113,121,ok,
gold/stt11_page_0010_c08_132.png,1,1,bỏ,bỏ,CHAR_A,,,1.0,18,corpus4|tone|corpus2|direct,0,0,1,detector,0,0,𥙷,ok,0.0,0.0882,0.179,85,142,ok,
gold/stt11_page_0010_c08_133.png,2,2,những,những,CHAR_A,,,1.0,8,bigram|corpus4|tone|corpus2|direct,0,0,2,detector,0,0,仍,ok,0.0,0.0,0.153,78,142,tall,
gold/stt11_page_0010_c08_134.png,3,3,hình,hình,CHAR_A,,,1.0,23,bigram|corpus4|corpus2|direct,0,0,1,detector,0,0,形,ok,0.0,0.097,0.192,67,142,tall,
syllable/stt11_page_0010_c08_135.png,4,4,tượng,tượng,SYL,,,1.0,14,bigram|corpus4|corpus2,0,0,2,detector,0,0,,ok,0.0,0.0,0.157,114,136,ok,
gold/stt11_page_0010_c08_136.png,5,5,quỷ,quỷ,CHAR_A,,,1.0,25,corpus4|tone|corpus2|direct,0,0,0,detector,0,0,鬼,ok,0.0,0.0,0.186,97,123,ok,
syllable/stt11_page_0010_c08_137.png,6,6,đi,đi,SYL,,,1.0,10,corpus4|corpus2,0,0,2,detector,0,0,,bleed,0.2471,0.0962,0.209,104,131,ok,
gold/stt11_page_0010_c08_138.png,7,7,liền,liền,CHAR_A,,,1.0,29,corpus4|tone|corpus2|direct,0,0,0,detector,0,0,連,ok,0.0,0.004,0.173,124,140,ok,
syllable/stt11_page_0010_c08_140.png,9,9,bốn,bốn,SYL,,,1.0,12,corpus4|corpus2,0,0,1,detector,0,0,,ok,0.0,0.0637,0.184,102,127,ok,
gold/stt11_page_0010_c08_141.png,10,10,mươi,mươi,CHAR_A,,,1.0,13,corpus4|tone|corpus2|direct,0,0,1,detector,0,0,邁,ok,0.0,0.0075,0.143,133,152,ok,
gold/stt11_page_0010_c08_142.png,11,11,xe,xe,CHAR_A,,,1.0,5,corpus4|corpus2|direct,0,0,1,detector,0,0,車,ok,0.0,0.0076,0.15,131,136,ok,
gold/stt11_page_0010_c08_144.png,13,13,những,những,CHAR_A,,,1.0,8,corpus4|tone|corpus2|direct,0,0,1,detector,0,0,仍,ok,0.0,0.012,0.182,83,140,ok,
gold/stt11_page_0010_c08_145.png,14,14,xác,xác,CHAR_A,,,1.0,34,corpus4|tone|corpus2|direct,0,0,2,detector,0,0,壳,ok,0.0,0.0294,0.155,85,152,ok,
