image,tier,label,syllable,s3,dict,flag_quality_flag,y,fused_P,fusion_decision,fusion_reason,tier_fused
silver/yen2_page_0214_c04_074.png,SILVER,丕,Vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0108_c06_112.png,SILVER,丕,Vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0034_c02_025.png,QUARANTINE,弄,lòng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0108_c05_105.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0108_c05_092.png,SILVER,麻,mà,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0034_c02_031.png,QUARANTINE,弄,lòng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0244_c02_039.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0108_c02_032.png,GOLD,帝,đí,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0110_c03_051.png,SILVER,柴,thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0246_c02_037.png,GOLD,扲,cầm,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0264_c07_136.png,GOLD,仨,ta,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0036_c07_123.png,SILVER,衣,ấy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0204_c09_192.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0104_c03_050.png,SILVER,邁,mười,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0112_c01_011.png,SILVER,主,Chúa,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0032_c09_192.png,SILVER,娄,sau,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0196_c07_094.png,GOLD,侈,xi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0108_c02_023.png,SILVER,壳,xác,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0274_c06_122.png,GOLD,改,gửi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0232_c01_018.png,SILVER,帝,đấy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0108_c04_058.png,SILVER,秋,su,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0250_c06_137.png,SILVER,些,ta,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0110_c08_120.png,GOLD,𪜀,là,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0108_c04_072.png,GOLD,南,năm,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0204_c04_083.png,GOLD,弄,lòng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0038_c02_041.png,SILVER,代,dạy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0204_c05_094.png,SILVER,固,có,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0204_c05_103.png,GOLD,爫,làm,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0264_c05_087.png,GOLD,合,hợp,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0038_c01_009.png,GOLD,𧗱,về,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0104_c02_032.png,SILVER,群,còn,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0118_c07_152.png,SILVER,代,dạy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0104_c01_007.png,SILVER,寺,thì,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0200_c05_098.png,GOLD,朞,ki,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0128_c03_050.png,SILVER,各,các,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0098_c05_067.png,SILVER,垩,Thánh,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0030_c02_032.png,QUARANTINE,饬,sức,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0258_c05_075.png,SILVER,柴,thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0098_c06_101.png,GOLD,抒,giữ,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0236_c02_022.png,GOLD,必,tắt,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0098_c07_126.png,GOLD,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0200_c06_128.png,SILVER,柴,thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0236_c03_051.png,QUARANTINE,邁,mười,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0076_c02_023.png,GOLD,𥘑,vạ,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0258_c05_086.png,GOLD,丕,vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0276_c03_048.png,GOLD,䀡,xem,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0042_c03_045.png,GOLD,捧,Bồng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0126_c01_002.png,SILVER,麻,mà,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0232_c08_153.png,GOLD,柴,thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0098_c04_062.png,GOLD,圣,Thánh,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0232_c08_149.png,SILVER,礼,trấy,0.981,0.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0200_c04_081.png,GOLD,治,trị,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0132_c05_059.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0132_c04_045.png,SILVER,㝵,người,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0130_c09_173.png,SILVER,麻,mà,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0042_c08_152.png,SILVER,塊,khỏi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0042_c08_151.png,GOLD,悶,muốn,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0200_c02_031.png,GOLD,沚,chảy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
syllable/yen2_page_0234_c02_038.png,SYLLABLE,,ha,0.981,0.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0130_c04_065.png,GOLD,唯,năn,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0042_c07_129.png,GOLD,怛,đất,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0258_c01_008.png,SILVER,固,có,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0128_c07_154.png,SILVER,喡,và,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0128_c06_127.png,GOLD,号,là,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0042_c06_113.png,GOLD,𧗱,về,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0114_c01_003.png,SILVER,求,cầu,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0276_c02_038.png,GOLD,𨢇,rượu,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0124_c07_156.png,GOLD,挨,ai,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
syllable/yen11_page_0170_c07_067.png,SYLLABLE,,lê,0.981,0.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0134_c07_150.png,GOLD,𡢼,vợ,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0198_c07_114.png,SILVER,丕,vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0238_c07_146.png,SILVER,些,ta,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0120_c08_161.png,SILVER,翁,ông,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0040_c07_133.png,SILVER,柴,thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0260_c02_028.png,GOLD,枝,Giê,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0198_c06_101.png,GOLD,朞,Ki,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0040_c06_116.png,GOLD,悶,mọn,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0120_c04_077.png,SILVER,連,trên,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0240_c01_010.png,SILVER,固,có,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0120_c04_069.png,SILVER,各,các,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0198_c05_086.png,SILVER,离,le,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0102_c09_177.png,SILVER,丕,Vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0202_c09_165.png,SILVER,垩,Thánh,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0170_c07_070.png,SILVER,些,ta,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0102_c09_181.png,SILVER,欺,khi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0238_c05_083.png,SILVER,麻,mà,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0102_c03_057.png,GOLD,孾,anh,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0030_c05_091.png,SILVER,濫,làm,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0030_c08_142.png,GOLD,伝,truyện,0.981,1.0,False,1.0,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0100_c07_125.png,GOLD,𧿫,dấu,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0030_c05_097.png,QUARANTINE,竒,cả,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0124_c04_089.png,QUARANTINE,辺,ben,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0236_c08_162.png,SILVER,些,ta,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0124_c04_081.png,SILVER,支,giê,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0124_c04_077.png,GOLD,㨂,đóng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0100_c08_149.png,SILVER,柴,Thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0238_c01_014.png,SILVER,固,có,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0258_c09_166.png,SILVER,時,ngày,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0258_c09_167.png,GOLD,柴,thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0040_c09_179.png,GOLD,連,liền,0.981,1.0,False,1.0,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0102_c01_006.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0202_c02_037.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
syllable/yen4_page_0122_c07_080.png,QUARANTINE,,ghê,0.981,0.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0102_c02_038.png,SILVER,歇,hết,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0030_c08_138.png,GOLD,朞,ki,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0238_c04_077.png,GOLD,丕,vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0274_c03_049.png,SILVER,安,ăn,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0034_c06_115.png,GOLD,𢜝,sợ,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0102_c04_078.png,SILVER,丕,vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0122_c09_181.png,SILVER,丕,vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0142_c08_158.png,SILVER,葩,Pha,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0124_c01_008.png,SILVER,寺,thì,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0270_c06_118.png,GOLD,㩫,chặt,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0030_c09_197.png,SILVER,寺,thì,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0078_c02_043.png,SILVER,每,mọi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0272_c09_171.png,GOLD,丕,vậy,0.981,1.0,True,,1.0,keep,,GOLD
syllable/yen11_page_0148_c01_000.png,SYLLABLE,,thì,0.981,0.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0256_c07_138.png,SILVER,浪,rằng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0126_c06_095.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0030_c08_169.png,SILVER,丕,Phi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0228_c07_113.png,SILVER,共,cùng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0212_c01_002.png,SILVER,固,có,0.981,1.0,True,,1.0,keep,,SILVER
gold/yen11_page_0270_c05_096.png,GOLD,㩫,chặt,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0076_c06_120.png,GOLD,晜,con,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0256_c09_175.png,SILVER,福,phúc,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0122_c09_185.png,GOLD,改,gửi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0270_c06_126.png,GOLD,丕,vậy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0076_c04_065.png,GOLD,喡,và,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0080_c01_019.png,SILVER,麻,mà,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0032_c05_089.png,GOLD,買,là,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0082_c09_186.png,GOLD,喡,và,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0192_c06_110.png,SILVER,𡗶,Trời,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0254_c06_113.png,SILVER,爲,vì,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0082_c04_065.png,GOLD,𢜝,sợ,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0082_c03_045.png,GOLD,美,mở,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0294_c01_011.png,SILVER,固,có,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0122_c04_076.png,GOLD,弛,thí,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0270_c07_152.png,GOLD,碎,Tôi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0254_c09_174.png,GOLD,茁,đốt,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0272_c06_101.png,SILVER,翁,ông,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0210_c07_122.png,GOLD,実,thật,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0192_c06_094.png,GOLD,𤎕,tắt,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0080_c03_061.png,GOLD,填,xin,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0080_c03_057.png,GOLD,但,đến,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0210_c08_130.png,SILVER,固,có,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0072_c03_043.png,GOLD,捧,bồng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0210_c03_064.png,SILVER,共,cũng,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen4_page_0072_c03_033.png,GOLD,𨀏,đến,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
syllable/yen11_page_0142_c08_171.png,SYLLABLE,,thì,0.981,0.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0108_c02_031.png,SILVER,柴,thầy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0126_c09_174.png,SILVER,其,kia,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0108_c02_030.png,GOLD,邁,mươi,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0126_c07_125.png,GOLD,几,kẻ,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
syllable/yen11_page_0146_c07_150.png,SYLLABLE,,thì,0.981,0.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0128_c01_006.png,SILVER,衣,ấy,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0276_c03_041.png,GOLD,弛,thí,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0070_c09_178.png,QUARANTINE,披,pha,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0228_c02_026.png,SILVER,折,chết,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen11_page_0070_c09_177.png,QUARANTINE,披,pha,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0108_c02_020.png,GOLD,撙,chôn,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0128_c04_079.png,GOLD,扲,cầm,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0276_c06_095.png,GOLD,蜂,ong,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0068_c09_184.png,SILVER,麻,mà,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0216_c01_006.png,SILVER,除,thờ,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen2_page_0274_c08_143.png,GOLD,城,thành,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0166_c02_027.png,GOLD,𢫫,rút,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen2_page_0126_c07_131.png,SILVER,吏,lại,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
silver/yen4_page_0076_c03_043.png,SILVER,㝵,Người,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
gold/yen11_page_0270_c04_080.png,GOLD,㩫,chặt,0.981,1.0,False,,1.0,promote_gold,multi_channel_pass,GOLD
