book,page,column,ocr_char,syllable,label,confirmed,rule,s3_cosine,s3_top,bbox
yen2,page_0012,5,意,ấy,意,1,s1_inter_s2_direct,,,"[616, 347, 725, 443]"
yen2,page_0012,5,君,vua,君,1,s1_inter_s2_direct,,,"[616, 443, 725, 539]"
yen2,page_0012,5,署,nước,署,1,s1_inter_s2_similar,0.793,𣋐,"[616, 635, 725, 732]"
yen2,page_0012,5,先,tên,先,1,s1_inter_s2_direct,,,"[616, 828, 725, 924]"
yen2,page_0012,5,查,Tra,查,1,s1_inter_s2_direct,,,"[616, 1020, 725, 1116]"
yen2,page_0012,5,加,gia,加,1,s1_inter_s2_direct,,,"[616, 1116, 725, 1212]"
yen2,page_0012,5,奴,nô,奴,1,s1_inter_s2_direct,,,"[616, 1212, 725, 1308]"
yen2,page_0012,5,打,đánh,打,1,s1_inter_s2_direct,,,"[616, 1405, 725, 1501]"
yen2,page_0012,5,特,được,特,1,s1_inter_s2_direct,,,"[616, 1501, 725, 1597]"
yen2,page_0012,5,賊,giặc,賊,1,s1_inter_s2_direct,,,"[616, 1597, 725, 1693]"
yen2,page_0012,5,渃,nước,渃,1,s1_inter_s2_direct,,,"[616, 1693, 725, 1789]"
yen2,page_0012,5,批,Phê,批,1,s1_inter_s2_direct,,,"[616, 1789, 725, 1885]"
yen2,page_0012,5,吹,xi,吹,1,s1_inter_s2_direct,,,"[616, 1885, 725, 1981]"
yen2,page_0012,6,麻,mà,麻,1,s1_inter_s2_direct,,,"[469, 64, 574, 164]"
yen2,page_0012,6,術,về,術,1,s1_inter_s2_similar,,,"[469, 164, 574, 265]"
yen2,page_0012,6,寺,thì,寺,1,s1_inter_s2_direct,,,"[469, 265, 574, 366]"
yen2,page_0012,6,戈,qua,戈,1,s1_inter_s2_direct,,,"[469, 466, 574, 567]"
yen2,page_0012,6,成,thành,成,1,s1_inter_s2_direct,,,"[469, 567, 574, 668]"
yen2,page_0012,6,𤰞,ti,𤰞,1,s1_inter_s2_direct,,,"[469, 768, 574, 869]"
yen2,page_0012,6,烏,ô,烏,1,s1_inter_s2_direct,,,"[469, 869, 574, 970]"
yen2,page_0012,6,連,liên,連,1,s1_inter_s2_direct,,,"[469, 1071, 574, 1171]"
yen2,page_0012,6,㝵,người,㝵,1,s1_inter_s2_direct,,,"[469, 1272, 574, 1373]"
yen2,page_0012,6,麻,mà,麻,1,s1_inter_s2_direct,,,"[469, 1373, 574, 1473]"
yen2,page_0012,6,浪,răng,浪,1,s1_inter_s2_direct,,,"[469, 1574, 574, 1675]"
yen2,page_0012,6,眉,Mày,眉,1,s1_inter_s2_direct,,,"[469, 1675, 574, 1775]"
yen2,page_0012,6,怖,phải,怖,1,s1_inter_s2_similar,0.764,塊,"[469, 1775, 574, 1876]"
yen2,page_0012,6,那,na,那,1,s1_inter_s2_direct,,,"[469, 1977, 574, 2078]"
yen2,page_0012,7,樞,xu,樞,1,s1_inter_s2_direct,,,"[322, 69, 425, 174]"
yen2,page_0012,7,㝵,người,㝵,1,s1_inter_s2_direct,,,"[322, 174, 425, 280]"
yen2,page_0012,7,些,ta,些,1,s1_inter_s2_direct,,,"[322, 280, 425, 386]"
yen2,page_0012,7,浪,răng,浪,1,s1_inter_s2_direct,,,"[322, 491, 425, 597]"
yen2,page_0012,7,批,phê,批,1,s1_inter_s2_direct,,,"[322, 703, 425, 808]"
yen2,page_0012,7,昜,dể,昜,1,s1_inter_s2_similar,0.763,啺,"[322, 914, 425, 1020]"
yen2,page_0012,7,庒,chăng,庒,1,s1_inter_s2_direct,,,"[322, 1125, 425, 1231]"
yen2,page_0012,7,餘,thờ,餘,1,s1_inter_s2_similar,0.853,祀,"[322, 1231, 425, 1337]"
yen2,page_0012,7,庄,chăng,庄,1,s1_inter_s2_direct,,,"[322, 1442, 425, 1548]"
yen2,page_0012,7,㝵,người,㝵,1,s1_inter_s2_direct,,,"[322, 1548, 425, 1654]"
yen2,page_0012,7,浪,răng,浪,1,s1_inter_s2_direct,,,"[322, 1759, 425, 1865]"
yen2,page_0012,7,奏,Tâu,奏,1,s1_inter_s2_direct,,,"[322, 1865, 425, 1971]"
yen2,page_0012,8,碎,Tôi,碎,1,s1_inter_s2_direct,,,"[155, 155, 258, 247]"
yen2,page_0012,8,㝵,người,㝵,1,s1_inter_s2_direct,,,"[155, 247, 258, 338]"
yen2,page_0012,8,些,ta,些,1,s1_inter_s2_direct,,,"[155, 338, 258, 430]"
yen2,page_0012,8,噲,gọi,噲,1,s1_inter_s2_direct,,,"[155, 430, 258, 522]"
yen2,page_0012,8,浪,răng,浪,1,s1_inter_s2_direct,,,"[155, 522, 258, 613]"
yen2,page_0012,8,批,phê,批,1,s1_inter_s2_direct,,,"[155, 705, 258, 797]"
yen2,page_0012,8,爲,vì,爲,1,s1_inter_s2_direct,,,"[155, 888, 258, 980]"
yen2,page_0012,8,中,trong,中,1,s1_inter_s2_direct,,,"[155, 980, 258, 1072]"
yen2,page_0012,8,弄,lòng,弄,1,s1_inter_s2_direct,,,"[155, 1072, 258, 1163]"
yen2,page_0012,8,想,tưởng,想,1,s1_inter_s2_direct,,,"[155, 1255, 258, 1346]"
yen2,page_0012,8,徳,Đức,徳,1,s1_inter_s2_direct,,,"[155, 1346, 258, 1438]"
yen2,page_0012,8,主,Chúa,主,1,s1_inter_s2_direct,,,"[155, 1438, 258, 1530]"
yen2,page_0012,8,秋,su,秋,1,s1_inter_s2_direct,,,"[155, 1621, 258, 1713]"
yen2,page_0012,8,主,Chúa,主,1,s1_inter_s2_direct,,,"[155, 1805, 258, 1896]"
yen2,page_0012,8,衆,chúng,衆,1,s1_inter_s2_direct,,,"[155, 1896, 258, 1988]"
yen2,page_0012,9,固,có,固,1,s1_inter_s2_direct,,,"[18, 522, 104, 613]"
yen2,page_0012,9,摠,tưởng,摠,1,s1_inter_s2_similar,,,"[18, 613, 104, 704]"
yen2,page_0012,9,庄,chăng,庄,1,s1_inter_s2_direct,,,"[18, 976, 104, 1067]"
yen2,page_0012,9,想,Tưởng,想,1,s1_inter_s2_direct,,,"[18, 1067, 104, 1157]"
yen2,page_0012,9,㝵,người,㝵,1,s1_inter_s2_direct,,,"[18, 1611, 104, 1702]"
yen2,page_0012,9,把,trả,把,1,s1_inter_s2_direct,,,"[18, 1702, 104, 1792]"
yen2,page_0014,1,忌,cậy,忌,1,s1_inter_s2_direct,,,"[1270, 68, 1367, 161]"
yen2,page_0014,1,法,phép,法,1,s1_inter_s2_direct,,,"[1270, 161, 1367, 254]"
yen2,page_0014,1,学,bụt,学,1,s1_inter_s2_similar,0.737,荸,"[1270, 254, 1367, 347]"
yen2,page_0014,1,之,gì,之,1,s1_inter_s2_direct,,,"[1270, 347, 1367, 440]"
yen2,page_0014,1,固,có,固,1,s1_inter_s2_direct,,,"[1270, 440, 1367, 533]"
yen2,page_0014,1,法,phép,法,1,s1_inter_s2_direct,,,"[1270, 626, 1367, 719]"
yen2,page_0014,1,徳,Đức,徳,1,s1_inter_s2_direct,,,"[1270, 719, 1367, 812]"
yen2,page_0014,1,主,Chúa,主,1,s1_inter_s2_direct,,,"[1270, 812, 1367, 905]"
yen2,page_0014,1,坦,đất,坦,1,s1_inter_s2_direct,,,"[1270, 1277, 1367, 1370]"
yen2,page_0014,1,兵,cùng,兵,1,s1_inter_s2_similar,0.833,弯,"[1270, 1370, 1367, 1463]"
yen2,page_0014,1,門,muôn,門,1,s1_inter_s2_direct,,,"[1270, 1463, 1367, 1556]"
yen2,page_0014,1,固,có,固,1,s1_inter_s2_direct,,,"[1270, 1649, 1367, 1742]"
yen2,page_0014,1,法,phép,法,1,s1_inter_s2_direct,,,"[1270, 1742, 1367, 1835]"
yen2,page_0014,1,破,phá,破,1,s1_inter_s2_direct,,,"[1270, 1835, 1367, 1928]"
yen2,page_0014,1,学,bụt,学,1,s1_inter_s2_similar,0.814,桲,"[1270, 1928, 1367, 2021]"
yen2,page_0014,1,共,cùng,共,1,s1_inter_s2_direct,,,"[1270, 2021, 1367, 2114]"
yen2,page_0014,2,麻,mà,麻,1,s1_inter_s2_direct,,,"[1098, 258, 1202, 351]"
yen2,page_0014,2,之,gì,之,1,s1_inter_s2_direct,,,"[1098, 537, 1202, 630]"
yen2,page_0014,2,别,biết,别,1,s1_inter_s2_direct,,,"[1098, 723, 1202, 815]"
yen2,page_0014,2,事,sự,事,1,s1_inter_s2_direct,,,"[1098, 815, 1202, 908]"
yen2,page_0014,2,訴,tỏ,訴,1,s1_inter_s2_direct,,,"[1098, 1001, 1202, 1094]"
yen2,page_0014,2,詳,tường,詳,1,s1_inter_s2_direct,,,"[1098, 1094, 1202, 1187]"
yen2,page_0014,2,寺,thì,寺,1,s1_inter_s2_direct,,,"[1098, 1187, 1202, 1280]"
yen2,page_0014,2,户,lo,户,1,s1_inter_s2_similar,0.81,椋,"[1098, 1373, 1202, 1465]"
yen2,page_0014,2,賊,giặc,賊,1,s1_inter_s2_direct,,,"[1098, 1465, 1202, 1558]"
yen2,page_0014,2,兵,cùng,兵,1,s1_inter_s2_similar,0.864,𧏒,"[1098, 1558, 1202, 1651]"
yen2,page_0014,2,每,mọi,每,1,s1_inter_s2_direct,,,"[1098, 1651, 1202, 1744]"
yen2,page_0014,2,事,sự,事,1,s1_inter_s2_direct,,,"[1098, 1744, 1202, 1837]"
yen2,page_0014,2,庫,khó,庫,1,s1_inter_s2_direct,,,"[1098, 1837, 1202, 1930]"
yen2,page_0014,2,女,nữa,女,1,s1_inter_s2_direct,,,"[1098, 1930, 1202, 2023]"
yen2,page_0014,3,宜,nghe,宜,1,s1_inter_s2_direct,,,"[946, 67, 1044, 164]"
yen2,page_0014,3,意,ấy,意,1,s1_inter_s2_direct,,,"[946, 262, 1044, 360]"
yen2,page_0014,3,建,liền,建,1,s1_inter_s2_similar,0.771,𦖹,"[946, 360, 1044, 457]"
yen2,page_0014,3,内,Nói,内,1,s1_inter_s2_direct,,,"[946, 555, 1044, 653]"
yen2,page_0014,3,旦,đến,旦,1,s1_inter_s2_direct,,,"[946, 653, 1044, 751]"
yen2,page_0014,3,事,sự,事,1,s1_inter_s2_direct,,,"[946, 751, 1044, 848]"
yen2,page_0014,3,意,ấy,意,1,s1_inter_s2_direct,,,"[946, 848, 1044, 946]"
yen2,page_0014,3,之,gì,之,1,s1_inter_s2_direct,,,"[946, 1044, 1044, 1141]"
yen2,page_0014,3,眉,Mày,眉,1,s1_inter_s2_direct,,,"[946, 1141, 1044, 1239]"
yen2,page_0014,3,閣,muốn,閣,1,s1_inter_s2_similar,0.848,𫹰,"[946, 1239, 1044, 1337]"
yen2,page_0014,3,葉,đẹp,葉,1,s1_inter_s2_direct,,,"[946, 1337, 1044, 1435]"
yen2,page_0014,3,弄,lòng,弄,1,s1_inter_s2_direct,,,"[946, 1435, 1044, 1532]"
yen2,page_0014,3,蚕,tao,蚕,1,s1_inter_s2_similar,0.879,蚤,"[946, 1532, 1044, 1630]"
yen2,page_0014,3,寺,thì,寺,1,s1_inter_s2_direct,,,"[946, 1630, 1044, 1728]"
yen2,page_0014,3,𥙷,bỏ,𥙷,1,s1_inter_s2_direct,,,"[946, 1728, 1044, 1825]"
yen2,page_0014,3,意,ý,意,1,s1_inter_s2_direct,,,"[946, 1825, 1044, 1923]"
yen2,page_0014,3,眉,mày,眉,1,s1_inter_s2_direct,,,"[946, 1923, 1044, 2021]"
yen2,page_0014,3,麻,mà,麻,1,s1_inter_s2_direct,,,"[946, 2021, 1044, 2119]"
yen2,page_0014,4,蚕,tao,蚕,1,s1_inter_s2_similar,,,"[796, 68, 888, 152]"
yen2,page_0014,4,朱,cho,朱,1,s1_inter_s2_direct,,,"[796, 152, 888, 237]"
yen2,page_0014,4,聀,chức,聀,1,s1_inter_s2_direct,,,"[796, 237, 888, 321]"
yen2,page_0014,4,仕,sãi,仕,1,s1_inter_s2_direct,,,"[796, 406, 888, 490]"
yen2,page_0014,4,奇,cả,奇,1,s1_inter_s2_direct,,,"[796, 490, 888, 575]"
yen2,page_0014,4,翁,Ông,翁,1,s1_inter_s2_direct,,,"[796, 659, 888, 744]"
yen2,page_0014,4,垩,Thánh,垩,1,s1_inter_s2_direct,,,"[796, 744, 888, 828]"
yen2,page_0014,4,衣,ấy,衣,1,s1_inter_s2_direct,,,"[796, 828, 888, 913]"
yen2,page_0014,4,浪,rằng,浪,1,s1_inter_s2_direct,,,"[796, 997, 888, 1082]"
yen2,page_0014,4,聀,Chức,聀,1,s1_inter_s2_direct,,,"[796, 1082, 888, 1167]"
yen2,page_0014,4,衣,ấy,衣,1,s1_inter_s2_direct,,,"[796, 1167, 888, 1251]"
yen2,page_0014,4,事,sự,事,1,s1_inter_s2_direct,,,"[796, 1336, 888, 1420]"
yen2,page_0014,4,重,trọng,重,1,s1_inter_s2_direct,,,"[796, 1420, 888, 1505]"
yen2,page_0014,4,双,song,双,1,s1_inter_s2_direct,,,"[796, 1505, 888, 1589]"
yen2,page_0014,4,离,le,离,1,s1_inter_s2_direct,,,"[796, 1589, 888, 1674]"
yen2,page_0014,4,困,khôn,困,1,s1_inter_s2_similar,0.79,空,"[796, 1758, 888, 1843]"
yen2,page_0014,4,灵,linh,灵,1,s1_inter_s2_direct,,,"[796, 1843, 888, 1927]"
yen2,page_0014,5,召,chịu,召,1,s1_inter_s2_direct,,,"[646, 60, 755, 149]"
yen2,page_0014,5,共,cùng,共,1,s1_inter_s2_direct,,,"[646, 149, 755, 238]"
yen2,page_0014,5,几,kẻ,几,1,s1_inter_s2_direct,,,"[646, 238, 755, 327]"
yen2,page_0014,5,朱,cho,朱,1,s1_inter_s2_direct,,,"[646, 327, 755, 416]"
yen2,page_0014,5,固,có,固,1,s1_inter_s2_direct,,,"[646, 416, 755, 506]"
yen2,page_0014,5,碎,Tôi,碎,1,s1_inter_s2_direct,,,"[646, 773, 755, 862]"
yen2,page_0014,5,由,do,由,1,s1_inter_s2_direct,,,"[646, 1130, 755, 1219]"
yen2,page_0014,5,蔑,một,蔑,1,s1_inter_s2_direct,,,"[646, 1309, 755, 1398]"
yen2,page_0014,5,時,ngày,時,1,s1_inter_s2_direct,,,"[646, 1398, 755, 1487]"
yen2,page_0014,5,眉,mi,眉,1,s1_inter_s2_direct,,,"[646, 1755, 755, 1844]"
yen2,page_0014,5,敬,kính,敬,1,s1_inter_s2_direct,,,"[646, 1933, 755, 2022]"
yen2,page_0014,5,徳,Đức,徳,1,s1_inter_s2_direct,,,"[646, 2022, 755, 2112]"
yen2,page_0014,6,主,Chúa,主,1,s1_inter_s2_direct,,,"[491, 60, 600, 141]"
yen2,page_0014,6,支,Giê,支,1,s1_inter_s2_direct,,,"[491, 141, 600, 223]"
yen2,page_0014,6,耿,su,耿,1,s1_inter_s2_similar,0.819,耿,"[491, 223, 600, 304]"
yen2,page_0014,6,庫,khó,庫,1,s1_inter_s2_direct,,,"[491, 468, 600, 549]"
yen2,page_0014,6,爲,vì,爲,1,s1_inter_s2_direct,,,"[491, 549, 600, 631]"
yen2,page_0014,6,碎,tôi,碎,1,s1_inter_s2_direct,,,"[491, 631, 600, 712]"
yen2,page_0014,6,体,thấy,体,1,s1_inter_s2_direct,,,"[491, 794, 600, 876]"
yen2,page_0014,6,不,vậy,不,1,s1_inter_s2_similar,0.796,盃,"[491, 1039, 600, 1120]"
yen2,page_0014,6,麻,mà,麻,1,s1_inter_s2_direct,,,"[491, 1120, 600, 1202]"
yen2,page_0014,6,曳,dái,曳,1,s1_inter_s2_direct,,,"[491, 1202, 600, 1284]"
yen2,page_0014,6,末,mất,末,1,s1_inter_s2_direct,,,"[491, 1284, 600, 1365]"
yen2,page_0014,6,功,công,功,1,s1_inter_s2_direct,,,"[491, 1365, 600, 1447]"
yen2,page_0014,6,寺,thì,寺,1,s1_inter_s2_direct,,,"[491, 1447, 600, 1528]"
yen2,page_0014,6,代,dạy,代,1,s1_inter_s2_direct,,,"[491, 1528, 600, 1610]"
yen2,page_0014,6,㝵,người,㝵,1,s1_inter_s2_direct,,,"[491, 1692, 600, 1773]"
yen2,page_0014,6,城,thành,城,1,s1_inter_s2_direct,,,"[491, 1855, 600, 1936]"
yen2,page_0014,7,麻,mà,麻,1,s1_inter_s2_direct,,,"[352, 63, 445, 151]"
yen2,page_0014,7,𥙷,bỏ,𥙷,1,s1_inter_s2_direct,,,"[352, 151, 445, 239]"
yen2,page_0014,7,朱,cho,朱,1,s1_inter_s2_direct,,,"[352, 239, 445, 327]"
yen2,page_0014,7,獅,sư,獅,1,s1_inter_s2_direct,,,"[352, 327, 445, 415]"
yen2,page_0014,7,子,tử,子,1,s1_inter_s2_direct,,,"[352, 415, 445, 503]"
yen2,page_0014,7,安,ăn,安,1,s1_inter_s2_direct,,,"[352, 503, 445, 592]"
yen2,page_0014,7,㝵,Người,㝵,1,s1_inter_s2_direct,,,"[352, 680, 445, 768]"
yen2,page_0014,7,直,nghe,直,1,s1_inter_s2_similar,0.853,浪,"[352, 768, 445, 856]"
yen2,page_0014,7,信,tin,信,1,s1_inter_s2_direct,,,"[352, 856, 445, 944]"
yen2,page_0014,7,寺,thì,寺,1,s1_inter_s2_direct,,,"[352, 1032, 445, 1121]"
yen2,page_0014,7,明,mừng,明,1,s1_inter_s2_direct,,,"[352, 1121, 445, 1209]"
yen2,page_0014,7,几,kẻ,几,1,s1_inter_s2_direct,,,"[352, 1385, 445, 1473]"
yen2,page_0014,7,特,được,特,1,s1_inter_s2_direct,,,"[352, 1473, 445, 1561]"
yen2,page_0014,7,古,của,古,1,s1_inter_s2_direct,,,"[352, 1561, 445, 1650]"
yen2,page_0014,7,重,trọng,重,1,s1_inter_s2_direct,,,"[352, 1650, 445, 1738]"
yen2,page_0014,7,共,cùng,共,1,s1_inter_s2_direct,,,"[352, 1738, 445, 1826]"
yen2,page_0014,7,聀,chức,聀,1,s1_inter_s2_direct,,,"[352, 1826, 445, 1914]"
yen2,page_0014,7,郎,sang,郎,1,s1_inter_s2_direct,,,"[352, 1914, 445, 2002]"
yen2,page_0014,7,各,các,各,1,s1_inter_s2_direct,,,"[352, 2002, 445, 2091]"
yen2,page_0014,8,本,bốn,本,1,s1_inter_s2_direct,,,"[194, 65, 291, 157]"
yen2,page_0014,8,道,đạo,道,1,s1_inter_s2_direct,,,"[194, 157, 291, 249]"
yen2,page_0014,8,城,thành,城,1,s1_inter_s2_direct,,,"[194, 249, 291, 341]"
yen2,page_0014,8,司,ti,司,1,s1_inter_s2_direct,,,"[194, 433, 291, 525]"
yen2,page_0014,8,烏,ô,烏,1,s1_inter_s2_direct,,,"[194, 525, 291, 617]"
yen2,page_0014,8,其,ki,其,1,s1_inter_s2_direct,,,"[194, 617, 291, 709]"
yen2,page_0014,8,哭,khóc,哭,1,s1_inter_s2_direct,,,"[194, 709, 291, 802]"
yen2,page_0014,8,六,lóc,六,1,s1_inter_s2_direct,,,"[194, 802, 291, 894]"
yen2,page_0014,8,歇,hết,歇,1,s1_inter_s2_direct,,,"[194, 894, 291, 986]"
yen2,page_0014,8,命,mình,命,1,s1_inter_s2_direct,,,"[194, 1078, 291, 1170]"
yen2,page_0014,8,㝵,người,㝵,1,s1_inter_s2_direct,,,"[194, 1170, 291, 1262]"
yen2,page_0014,8,於,ở,於,1,s1_inter_s2_direct,,,"[194, 1262, 291, 1354]"
yen2,page_0014,8,盃,vui,盃,1,s1_inter_s2_direct,,,"[194, 1354, 291, 1447]"
yen2,page_0014,8,安,an,安,1,s1_inter_s2_direct,,,"[194, 1539, 291, 1631]"
yen2,page_0014,8,慰,ủi,慰,1,s1_inter_s2_direct,,,"[194, 1631, 291, 1723]"
yen2,page_0014,8,㝵,người,㝵,1,s1_inter_s2_direct,,,"[194, 1815, 291, 1907]"
yen2,page_0014,8,户,lo,户,1,s1_inter_s2_similar,0.909,剗,"[194, 1999, 291, 2092]"
yen2,page_0014,9,盆,buồn,盆,1,s1_inter_s2_direct,,,"[46, 61, 148, 149]"
yen2,page_0014,9,女,cùng,女,1,s1_inter_s2_similar,,,"[46, 149, 148, 237]"
yen2,page_0014,9,真,xin,真,1,s1_inter_s2_direct,,,"[46, 237, 148, 326]"
yen2,page_0014,9,徳,Đức,徳,1,s1_inter_s2_direct,,,"[46, 326, 148, 414]"
yen2,page_0014,9,主,Chúa,主,1,s1_inter_s2_direct,,,"[46, 414, 148, 502]"
yen2,page_0014,9,㕓,gìn,㕓,1,s1_inter_s2_direct,,,"[46, 591, 148, 679]"
yen2,page_0014,9,各,các,各,1,s1_inter_s2_direct,,,"[46, 768, 148, 856]"
yen2,page_0014,9,本,bốn,本,1,s1_inter_s2_direct,,,"[46, 856, 148, 944]"
yen2,page_0014,9,道,đạo,道,1,s1_inter_s2_direct,,,"[46, 944, 148, 1033]"
yen2,page_0014,9,如,như,如,1,s1_inter_s2_direct,,,"[46, 1033, 148, 1121]"
yen2,page_0014,9,昆,con,昆,1,s1_inter_s2_direct,,,"[46, 1121, 148, 1210]"
yen2,page_0014,9,氊,chiên,氊,1,s1_inter_s2_direct,,,"[46, 1210, 148, 1298]"
yen2,page_0014,9,沛,phải,沛,1,s1_inter_s2_direct,,,"[46, 1386, 148, 1475]"
yen2,page_0014,9,鬼,quỷ,鬼,1,s1_inter_s2_direct,,,"[46, 1740, 148, 1828]"
yen2,page_0014,9,共,cùng,共,1,s1_inter_s2_direct,,,"[46, 1828, 148, 1917]"
yen2,page_0014,9,几,kẻ,几,1,s1_inter_s2_direct,,,"[46, 1917, 148, 2005]"
yen2,page_0016,1,軍,quân,軍,1,s1_inter_s2_direct,,,"[1227, 110, 1331, 199]"
yen2,page_0016,1,奴,nó,奴,1,s1_inter_s2_direct,,,"[1227, 199, 1331, 287]"
yen2,page_0016,1,者,giã,者,1,s1_inter_s2_direct,,,"[1227, 376, 1331, 465]"
yen2,page_0016,1,本,bổn,本,1,s1_inter_s2_direct,,,"[1227, 553, 1331, 642]"
yen2,page_0016,1,道,đạo,道,1,s1_inter_s2_direct,,,"[1227, 642, 1331, 731]"
yen2,page_0016,1,塊,coi,塊,1,s1_inter_s2_similar,0.752,嵬,"[1227, 819, 1331, 908]"
yen2,page_0016,1,朔,sóc,朔,1,s1_inter_s2_direct,,,"[1227, 908, 1331, 997]"
yen2,page_0016,1,迈,mươi,迈,1,s1_inter_s2_direct,,,"[1227, 1085, 1331, 1174]"
yen2,page_0016,1,麻,Mà,麻,1,s1_inter_s2_direct,,,"[1227, 1263, 1331, 1351]"
yen2,page_0016,1,欺,khi,欺,1,s1_inter_s2_direct,,,"[1227, 1351, 1331, 1440]"
yen2,page_0016,1,軍,quân,軍,1,s1_inter_s2_direct,,,"[1227, 1440, 1331, 1529]"
yen2,page_0016,1,扒,bắt,扒,1,s1_inter_s2_direct,,,"[1227, 1617, 1331, 1706]"
yen2,page_0016,1,㝵,người,㝵,1,s1_inter_s2_direct,,,"[1227, 1706, 1331, 1795]"
yen2,page_0016,1,寺,thì,寺,1,s1_inter_s2_direct,,,"[1227, 1795, 1331, 1883]"
yen2,page_0016,2,纎,tói,纎,1,s1_inter_s2_similar,,,"[1080, 21, 1183, 117]"
yen2,page_0016,2,麻,mà,麻,1,s1_inter_s2_direct,,,"[1080, 117, 1183, 214]"
yen2,page_0016,2,買,mới,買,1,s1_inter_s2_direct,,,"[1080, 407, 1183, 504]"
yen2,page_0016,2,付,phó,付,1,s1_inter_s2_direct,,,"[1080, 504, 1183, 600]"
yen2,page_0016,2,朱,cho,朱,1,s1_inter_s2_direct,,,"[1080, 600, 1183, 697]"
yen2,page_0016,2,官,quan,官,1,s1_inter_s2_direct,,,"[1080, 793, 1183, 890]"
yen2,page_0016,2,獨,Dọc,獨,1,s1_inter_s2_direct,,,"[1080, 1083, 1183, 1180]"
yen2,page_0016,2,翁,ông,翁,1,s1_inter_s2_direct,,,"[1080, 1277, 1183, 1373]"
yen2,page_0016,2,垩,thánh,垩,1,s1_inter_s2_direct,,,"[1080, 1373, 1183, 1470]"
yen2,page_0016,2,那,na,那,1,s1_inter_s2_direct,,,"[1080, 1566, 1183, 1663]"
yen2,page_0016,2,樞,xu,樞,1,s1_inter_s2_direct,,,"[1080, 1663, 1183, 1760]"
