sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M3_0109,,"""""",1.438,1,456
M3_0110,,"""""",0.735,1,284
M3_0111,,"""""",0.937,1,337
M3_0112,,"""""",0.599,1,233
M3_0113,,"""""",0.911,1,324
M3_0114,,"""""",1.056,1,356
M3_0115,,"""""",0.823,1,320
M3_0116,,"""""",1.160,1,382
M3_0117,,"""""",0.888,1,332
M3_0118,,"""""",1.023,1,354
M3_0119,,"""""",0.518,1,224
M3_0120,,"""""",1.150,1,396
M3_0121,,"""""",0.620,1,248
M3_0122,,"""""",0.977,1,337
M3_0123,,"""""",0.959,1,337
M3_0124,"Wait, the character in the image is ""仄"".","""Wait, the character in the image is \""仄\"".\n""",0.891,12,215
M3_0125,"Wait, the character in the image is ""仄"".","""Wait, the character in the image is \""仄\"".\n""",0.963,12,236
M3_0126,,"""""",1.187,1,422
M3_0127,,"""""",1.253,1,422
M3_0128,,"""""",0.612,1,236
M3_0129,,"""""",1.385,1,456
M3_0130,,"""""",1.173,1,401
M3_0131,,"""""",0.958,1,337
M3_0132,,"""""",1.308,1,422
M3_0133,,"""""",0.996,1,372
M3_0134,,"""""",1.139,1,386
M3_0135,,"""""",0.959,1,356
M3_0136,,"""""",1.410,1,458
M3_0137,,"""""",0.549,1,215
M3_0138,,"""""",1.096,1,368
M3_0139,,"""""",0.686,1,270
M3_0140,,"""""",0.940,1,326
M3_0141,,"""""",0.932,1,337
M3_0142,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.735,12,179
M3_0143,"Wait, the character in the image is ""仄"".","""Wait, the character in the image is \""仄\"".\n""",0.887,12,212
M3_0144,,"""""",0.521,1,204
M3_0145,,"""""",0.563,1,215
M3_0146,,"""""",0.920,1,326
M3_0147,,"""""",1.085,1,382
M3_0148,,"""""",1.676,1,534
M3_0149,,"""""",1.060,1,371
M3_0150,,"""""",0.496,1,224
M3_0151,,"""""",0.644,1,248
M3_0152,,"""""",1.023,1,341
M3_0153,"Wait, the character in the image is ""侔"".","""Wait, the character in the image is \""侔\"".\n""",0.944,12,246
M3_0154,,"""""",1.004,1,356
M3_0155,,"""""",1.077,1,382
M3_0156,,"""""",0.882,1,314
M3_0157,,"""""",1.473,1,476
M3_0158,,"""""",0.919,1,350
M3_0159,,"""""",0.669,1,248
M3_0160,,"""""",1.170,1,401
M3_0161,,"""""",0.809,1,303
M3_0162,,"""""",1.071,1,368
M3_0163,,"""""",0.933,1,337
M3_0164,,"""""",1.095,1,371
M3_0165,,"""""",0.936,1,326
M3_0166,,"""""",1.198,1,416
M3_0167,,"""""",1.161,1,401
M3_0168,,"""""",1.179,1,405
M3_0169,,"""""",1.038,1,350
M3_0170,,"""""",0.701,1,260
M3_0171,,"""""",1.024,1,356
M3_0172,,"""""",1.241,1,420
M3_0173,,"""""",1.098,1,382
M3_0174,,"""""",0.685,1,248
M3_0175,,"""""",1.149,1,404
M3_0176,,"""""",1.076,1,382
M3_0177,,"""""",0.969,1,337
M3_0178,,"""""",0.698,1,246
M3_0179,,"""""",1.108,1,388
M3_0180,,"""""",1.126,1,388
M3_0181,,"""""",1.008,1,356
M3_0182,,"""""",1.021,1,368
M3_0183,,"""""",1.096,1,386
M3_0184,,"""""",0.776,1,266
M3_0185,,"""""",0.624,1,256
M3_0186,,"""""",1.217,1,401
M3_0187,,"""""",1.386,1,456
M3_0188,,"""""",1.216,1,416
M3_0189,,"""""",1.402,1,439
M3_0190,,"""""",0.982,1,350
M3_0191,"Wait, the character in the image is ""仄"".","""Wait, the character in the image is \""仄\"".\n""",0.956,12,226
M3_0192,,"""""",1.308,1,439
M3_0193,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.731,12,176
M3_0194,,"""""",0.638,1,248
M3_0195,,"""""",1.177,1,404
M3_0196,,"""""",1.114,1,388
M3_0197,,"""""",1.115,1,382
M3_0198,,"""""",1.027,1,371
M3_0199,,"""""",0.488,1,196
M3_0200,,"""""",0.958,1,354
M3_0201,,"""""",0.582,1,215
M3_0202,,"""""",0.889,1,311
M3_0203,,"""""",0.954,1,340
M3_0204,"Wait, the character in the image is ""侩"".","""Wait, the character in the image is \""侩\"".\n""",0.924,12,215
M3_0205,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.706,12,172
M3_0206,,"""""",1.321,1,422
M3_0207,,"""""",1.201,1,416
M3_0208,,"""""",0.763,1,276
M3_0209,,"""""",0.582,1,226
M3_0210,,"""""",1.016,1,371
M3_0211,"Wait, the character in the image is ""仄"".","""Wait, the character in the image is \""仄\"".\n""",0.943,12,237
M3_0212,,"""""",0.735,1,292
M3_0213,,"""""",1.310,1,422
M3_0214,,"""""",0.942,1,350
M3_0215,,"""""",0.915,1,320
M3_0216,,"""""",0.803,1,298
M3_0217,,"""""",1.013,1,354
M3_0218,,"""""",1.093,1,386
M3_0219,,"""""",0.629,1,237
M3_0220,,"""""",0.982,1,354
M3_0221,,"""""",1.078,1,368
M3_0222,,"""""",0.606,1,220
M3_0223,,"""""",0.953,1,371
M3_0224,,"""""",1.497,1,494
M3_0225,,"""""",0.929,1,324
M3_0226,,"""""",1.274,1,436
M3_0227,,"""""",1.230,1,401
M3_0228,,"""""",1.171,1,401
M3_0229,,"""""",1.349,1,436
M3_0230,,"""""",0.962,1,354
M3_0231,,"""""",1.116,1,401
M3_0232,,"""""",0.955,1,337
M3_0233,,"""""",1.223,1,404
M3_0234,,"""""",1.014,1,354
M3_0235,,"""""",0.544,1,197
M3_0236,,"""""",0.632,1,248
M3_0237,,"""""",0.973,1,340
M3_0238,,"""""",0.640,1,248
M3_0239,,"""""",0.876,1,320
M3_0240,,"""""",0.869,1,296
M3_0241,,"""""",1.112,1,388
M3_0242,,"""""",1.387,1,456
M3_0243,"Wait, the character in question is ""儘"". The","""Wait, the character in question is \""儘\"".\nThe""",0.874,12,215
M3_0244,,"""""",0.905,1,311
M3_0245,,"""""",1.378,1,452
M3_0246,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.892,12,224
M3_0247,,"""""",1.163,1,388
M3_0248,,"""""",1.101,1,388
M3_0249,,"""""",0.998,1,337
M3_0250,,"""""",1.023,1,368
M3_0251,,"""""",1.181,1,388
M3_0252,,"""""",0.812,1,296
M3_0253,,"""""",1.319,1,420
M3_0254,,"""""",0.947,1,326
M3_0255,,"""""",0.825,1,285
M3_0256,,"""""",0.875,1,320
M3_0257,,"""""",0.966,1,332
M3_0258,,"""""",0.902,1,326
M3_0259,,"""""",0.558,1,215
M3_0260,,"""""",1.092,1,376
M3_0261,,"""""",0.920,1,326
M3_0262,,"""""",1.085,1,368
M3_0263,,"""""",1.034,1,371
M3_0264,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.602,12,125
M3_0265,,"""""",0.951,1,354
M3_0266,,"""""",1.048,1,363
M3_0267,,"""""",1.030,1,371
M3_0268,,"""""",1.317,1,422
M3_0269,"Wait, the character in the image is ""仄"".","""Wait, the character in the image is \""仄\"".\n""",0.891,12,236
M3_0270,,"""""",1.202,1,404
M3_0271,,"""""",1.115,1,401
M3_0272,,"""""",1.159,1,396
M3_0273,,"""""",0.949,1,324
M3_0274,,"""""",0.489,1,188
M3_0275,"Wait, the character in question is ""侉"". In","""Wait, the character in question is \""侉\"".\nIn""",0.853,12,226
M3_0276,,"""""",0.977,1,340
M3_0277,,"""""",0.601,1,236
M3_0278,,"""""",1.013,1,354
M3_0279,,"""""",0.965,1,340
M3_0280,,"""""",1.010,1,354
M3_0281,,"""""",0.648,1,236
M3_0282,,"""""",1.218,1,416
M3_0283,,"""""",1.013,1,356
M3_0284,,"""""",0.930,1,337
M3_0285,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.873,12,197
M3_0286,"Wait, the character in the image is ""尋"".","""Wait, the character in the image is \""尋\"".\n""",1.290,12,354
M3_0287,,"""""",0.574,1,216
M3_0288,,"""""",1.209,1,420
M3_0289,,"""""",0.889,1,298
M3_0290,,"""""",1.236,1,420
M3_0291,,"""""",1.054,1,371
M3_0292,,"""""",0.959,1,340
M3_0293,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.949,12,236
M3_0294,,"""""",1.109,1,401
M3_0295,,"""""",1.127,1,386
M3_0296,"Wait, the character in question is ""侄"". It's","""Wait, the character in question is \""侄\"". It's""",0.837,12,197
M3_0297,,"""""",1.246,1,420
M3_0298,,"""""",1.145,1,386
M3_0299,,"""""",0.485,1,188
