sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M1_0010,gold/stt2_page_0052_c03_045.png,stt2,page_0052,3,渚,chưa,渚,GOLD,s1_inter_s2_direct,"[1120, 594, 1219, 686]",100,107,初|朱|渚|濐|瀦|猪|荗|諸|豬|陼|㐌|㨋|㵭|䐗|𢑳|𢒕|𣌆|𣗓|𣜾|𣠕|𣠖|𣦁|𤀞|𧭷|𧱭|𧳯|𪳼|𬄞|𬚍,29,True,,0.705,,0,False,,False,False,False,False,True,True,False,False,True
M1_0011,gold/stt2_page_0166_c09_149.png,stt2,page_0166,9,官,quan,官,GOLD,s1_inter_s2_direct,"[234, 572, 348, 703]",138,161,||倌|光|关|冠|官|寡|慣|棺|毌|涫|瘝|癏|矜|綸|纶|覌|観|觀|观|貫|軍|開|閞|関|闗|關|鯀|鯤|鰥|鱞|鳏|䚪|䝺|䦕|𠕍|𠖌|𠙙|𠜍|𠴨|𡦹|𡧺|𢃙|𢿒|𣎕|𣑄|𤸄|𥉀|𥍄|𥍅|𥍊|𥍕|𥎅|𥷯|𥸑|𧃼|𧢪|𧤩|𧵗|𨳡|𨳨|𨳹|𨴊|𨵿|𨶚|𨶹|𨷀|𩁰|𩶊|𩹌|𩻲|𩻴|𫔢|𬮦|󰞹|琯|綰|绾|菅,80,True,,1.392,,0,False,,False,False,False,False,True,True,False,False,True
M1_0012,gold/stt2_page_0328_c02_035.png,stt2,page_0328,2,麻,mà,麻,GOLD,s1_inter_s2_direct,"[1314, 2075, 1427, 2209]",129,166,|傌|嘛|女|痳|罵|菻|蔴|調|駡|高|麻|默|𢠩|𢳀|𣻕|𦋻|𦓡|𦲬|󱰷|󱰹,21,True,,1.461,,0,False,,False,False,False,False,True,True,False,False,True
M1_0013,gold/stt2_page_0174_c02_022.png,stt2,page_0174,2,别,biết,别,GOLD,s1_inter_s2_direct,"[1292, 565, 1399, 683]",96,146,|別|别|咇|彆|憋|捌|撆|柲|瘪|癟|虌|蟞|襒|蹩|鱉|鳖|鼈|龞|㿜|䠥|𠔁|𠛰|𠮠|𤻋|𪔀|𪿍|󱤞|󱩲|拐,30,True,,1.001,,0,False,,False,False,False,False,True,True,False,False,True
M1_0014,gold/stt2_page_0092_c03_049.png,stt2,page_0092,3,眉,mày,眉,GOLD,s1_inter_s2_direct,"[1119, 567, 1224, 675]",128,129,眉|睂|睸|迈|𠃜|𠋥|𠪃|𠷯|𡮠|𣭒|𣮮|𥅉|𥅕|𥅦|𥅮|𥇮|𥻡|𪵟|𫃷|𫵇|󰜣|󰟎|󱩮|󱮪,24,True,,1.005,,0,False,,False,False,False,False,True,True,False,False,True
M1_0015,gold/stt2_page_0084_c06_122.png,stt2,page_0084,6,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[679, 1776, 781, 1886]",126,128,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.081,,0,False,,False,False,False,False,True,True,False,False,True
M1_0016,gold/stt2_page_0236_c03_052.png,stt2,page_0236,3,時,thì,時,GOLD,s1_inter_s2_direct,"[1124, 2257, 1236, 2394]",105,167,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,True,,1.186,,0,False,,False,False,False,False,True,True,False,False,True
M1_0017,gold/stt2_page_0322_c04_067.png,stt2,page_0322,4,行,hành,行,GOLD,s1_inter_s2_direct,"[988, 1296, 1099, 1407]",105,123,斻|桁|珩|胻|航|茎|荇|莕|莖|蘅|行|衡|䓷|𠎢|𠧲|𠧽|𠧿|𡘻|𡙉|𡙏|𢔖|𢖍|𧗞|𧗟|𧗣|𧗾|𨏎,27,True,,0.892,,0,False,,False,False,False,False,True,True,False,False,True
M1_0018,gold/stt2_page_0276_c02_024.png,stt2,page_0276,2,察,xét,察,GOLD,s1_inter_s2_direct,"[1902, 1165, 2023, 1311]",134,167,嚓|察|詧|𢪀|𥌀|𪹾|󱧴,7,True,,1.432,,0,False,,False,False,False,False,True,True,False,False,True
M1_0019,gold/stt2_page_0284_c06_099.png,stt2,page_0284,6,改,gởi,改,GOLD,s1_inter_s2_direct,"[686, 869, 804, 1003]",121,166,改|攺|灜|㱼|𠳚|𢭮|𢻰|𪻞|󰡚,9,True,,1.299,,0,False,,False,False,False,False,True,True,False,False,True
M1_0020,gold/stt2_page_0246_c06_118.png,stt2,page_0246,6,德,đức,德,GOLD,s1_inter_s2_direct,"[684, 2326, 790, 2436]",130,121,|𱐩|𱝮|徳|德|恴|悳|惪|㤫|㥀|㥁|䙷|𢛳|𢜖|𢠀|𢤊|𨗌|𨗤|𭲖|󰆙|󱉎,21,True,,0.931,,0,False,,False,False,False,False,True,True,False,False,True
M1_0021,gold/stt2_page_0016_c09_163.png,stt2,page_0016,9,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[200, 745, 292, 852]",106,123,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.886,,0,False,,False,False,False,False,True,True,False,False,True
M1_0022,gold/stt2_page_0110_c09_166.png,stt2,page_0110,9,赦,tha,赦,GOLD,s1_inter_s2_direct,"[218, 939, 325, 1055]",129,138,他|佗|匜|咃|她|它|嵯|差|怹|扡|拕|拖|搋|搓|柂|牠|瑳|砣|磋|祂|策|蛇|訑|詑|賖|赦|趿|蹉|釶|鉈|鍦|铊|馱|𠰹|𢫌|𢷼|𢼗|𢼜|𢽀|𤆅|𥘦|𨇏|𨧯|𩥙|𫅁|挓|腃,47,True,,1.034,,0,False,,False,False,False,False,True,True,False,False,True
M1_0023,gold/stt2_page_0176_c01_010.png,stt2,page_0176,1,浪,rằng,浪,GOLD,s1_inter_s2_direct,"[1430, 1609, 1542, 1746]",104,165,哏|哴|喨|坺|娘|払|浪|㖫|𠳒|𠺘|𤎔|𪘵,12,True,,1.172,,0,False,,False,False,False,False,True,True,False,False,True
M1_0024,gold/stt2_page_0306_c05_090.png,stt2,page_0306,5,朱,cho,朱,GOLD,s1_inter_s2_direct,"[862, 1752, 971, 1880]",117,138,|咮|埃|木|朱|株|沫|渚|濐|硃|陼|㵭,12,True,,0.940,,0,False,,False,False,False,False,True,True,False,False,True
M1_0025,gold/stt2_page_0146_c03_045.png,stt2,page_0146,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1154, 812, 1259, 938]",103,154,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.149,,0,False,,False,False,False,False,True,True,False,False,True
M1_0026,gold/stt2_page_0316_c04_060.png,stt2,page_0316,4,堂,đàng,堂,GOLD,s1_inter_s2_direct,"[1016, 567, 1129, 702]",117,167,唐|啺|堂|塘|壇|𡃯|𣉺|𥏬,8,True,,1.256,,0,False,,False,False,False,False,True,True,False,False,True
M1_0027,gold/stt2_page_0020_c04_063.png,stt2,page_0020,4,庄,chăng,庄,GOLD,s1_inter_s2_direct,"[953, 560, 1067, 681]",133,140,|丕|仳|庄|庒|弡|張|拯|生|空|荘|莊|㔻|㽵|𠗎|𠦓|𠲕|𤕶|𤖄|𤖈|𦀾|𦻊|𧜖|𫽄|󰝸|󱣟,26,True,,1.181,,0,False,,False,False,False,False,True,True,False,False,True
M1_0028,gold/stt2_page_0106_c07_125.png,stt2,page_0106,7,命,mình,命,GOLD,s1_inter_s2_direct,"[538, 1237, 645, 1357]",131,147,命|明|春|珄|舍|𠇮|𠵴|𨉓|𨉟|󰇕|󰳁|󱝬,12,True,,1.315,,0,False,,False,False,False,False,True,True,False,False,True
M1_0029,gold/stt2_page_0314_c02_024.png,stt2,page_0314,2,矣,hãy,矣,GOLD,s1_inter_s2_direct,"[1271, 752, 1379, 876]",89,152,亥|俟|咍|咳|唉|孩|忍|挨|改|欬|欸|涘|矣|誒|駭|駴|㐌|㗒|㤥|䀭|𠹛|𠺡|𩡭,23,True,,0.912,,0,False,,False,False,False,False,True,True,False,False,True
M1_0030,gold/stt2_page_0152_c07_125.png,stt2,page_0152,7,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[531, 678, 628, 771]",107,115,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.830,,0,False,,False,False,False,False,True,True,False,False,True
M1_0031,gold/stt2_page_0178_c02_033.png,stt2,page_0178,2,除,giờ,除,GOLD,s1_inter_s2_direct,"[1286, 2051, 1393, 2189]",123,170,俆|徐|除|𠀺|𣇞|𣉹|𨑦|𪬪|𪱡|𬁊|𬁐|󱤗|󱤫|󱮠,14,True,,1.313,,0,False,,False,False,False,False,True,True,False,False,True
M1_0032,gold/stt2_page_0074_c03_058.png,stt2,page_0074,3,歳,tuổi,歳,GOLD,s1_inter_s2_direct,"[1123, 2114, 1227, 2232]",128,143,亗|嵗|歲|歳|碎|㒸|㞸|𡻕|𡻷|𢆫|𢧁|𢧡|𣦮|󰆄|󰑔|󰣳|󱤱|󱦞|󱦟,19,True,,1.126,,0,False,,False,False,False,False,True,True,False,False,True
M1_0033,gold/stt2_page_0018_c01_005.png,stt2,page_0018,1,矯,kẻo,矯,GOLD,s1_inter_s2_direct,"[1443, 885, 1552, 1002]",118,145,|喬|嘺|嬌|撟|矫|矯|翹|㚁|𢱪|𥏹|𦒒,12,True,,1.025,,0,False,,False,False,False,False,True,True,False,False,True
M1_0034,gold/stt2_page_0238_c03_057.png,stt2,page_0238,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1135, 2411, 1246, 2530]",118,132,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.983,,0,False,,False,False,False,False,True,True,False,False,True
M1_0035,gold/stt2_page_0142_c07_130.png,stt2,page_0142,7,木,móc,木,GOLD,s1_inter_s2_direct,"[541, 2081, 649, 2214]",124,161,木|沐|璽|禄|莯|鈢|雬|霂|㭉|𠣛|𢪮|𥷻|𦱈|𩂆|󱔵|󱗢,16,True,,1.301,,0,False,,False,False,False,False,True,True,False,False,True
M1_0036,gold/stt2_page_0056_c09_202.png,stt2,page_0056,9,丕,vậy,丕,GOLD,s1_inter_s2_direct,"[238, 2412, 325, 2504]",67,100,丕|仳|呸|物|特|盃|㔻|𠦓,8,True,,0.542,,0,False,,False,False,False,False,True,True,False,False,True
M1_0037,gold/stt2_page_0302_c06_108.png,stt2,page_0302,6,麻,mà,麻,GOLD,s1_inter_s2_direct,"[694, 1807, 815, 1942]",139,167,|傌|嘛|女|痳|罵|菻|蔴|調|駡|高|麻|默|𢠩|𢳀|𣻕|𦋻|𦓡|𦲬|󱰷|󱰹,21,True,,1.581,,0,False,,False,False,False,False,True,True,False,False,True
M1_0038,gold/stt2_page_0122_c06_120.png,stt2,page_0122,6,麻,mà,麻,GOLD,s1_inter_s2_direct,"[681, 1589, 790, 1700]",135,136,|傌|嘛|女|痳|罵|菻|蔴|調|駡|高|麻|默|𢠩|𢳀|𣻕|𦋻|𦓡|𦲬|󱰷|󱰹,21,True,,1.293,,0,False,,False,False,False,False,True,True,False,False,True
M1_0039,gold/stt2_page_0028_c01_022.png,stt2,page_0028,1,群,còn,群,GOLD,s1_inter_s2_direct,"[1417, 2312, 1516, 2418]",94,118,|哙|喂|噲|存|羣|群|自|䭽|𠹩|𡥵|𫲳|󰅹|󱟟|󱫦,15,True,,0.726,,0,False,,False,False,False,False,True,True,False,False,True
M1_0040,gold/stt2_page_0260_c02_029.png,stt2,page_0260,2,樞,su,樞,GOLD,s1_inter_s2_direct,"[1294, 1565, 1409, 1694]",107,154,樞|秋|毹|毺|穌|芇|芻|蒭|蘇|蘓|㮲,11,True,,1.146,,0,False,,False,False,False,False,True,True,False,False,True
M1_0041,gold/stt2_page_0030_c08_168.png,stt2,page_0030,8,主,chúa,主,GOLD,s1_inter_s2_direct,"[360, 1549, 457, 1655]",119,129,主|炷,2,True,,0.939,,0,False,,False,False,False,False,True,True,False,False,True
M1_0042,gold/stt2_page_0240_c04_058.png,stt2,page_0240,4,麻,mà,麻,GOLD,s1_inter_s2_direct,"[1009, 476, 1124, 598]",130,109,|傌|嘛|女|痳|罵|菻|蔴|調|駡|高|麻|默|𢠩|𢳀|𣻕|𦋻|𦓡|𦲬|󱰷|󱰹,21,True,,0.897,,0,False,,False,False,False,False,True,True,False,False,True
M1_0043,gold/stt2_page_0278_c03_050.png,stt2,page_0278,3,施,thí,施,GOLD,s1_inter_s2_direct,"[1129, 1986, 1239, 2105]",131,142,剃|剔|啻|始|媲|屁|弑|弒|施|試|譬|试|辟|髰|鬀|鬄|䊧|䙾|𠆹|𠇜|𠤒|𡲩|𢎊|𢎍|𢎓|𢒃|𢦳|𢨓|𢻩|𢻫|𢻱|𢼉|𢼊|𢼘|𥤶|𥥓|𥧔|𦭇|𨲙|𩮜|弛,41,True,,1.126,,0,False,,False,False,False,False,True,True,False,False,True
M1_0044,gold/stt2_page_0228_c02_020.png,stt2,page_0228,2,正,giêng,正,GOLD,s1_inter_s2_direct,"[1281, 1341, 1384, 1470]",115,149,征|徰|徵|政|正|貞|靕|㱏|𠙺|𠤭|𢌛|𢘫|𣥆|𣥔|𣦓|𤴓|𥢆|𦙫|𧾸|𨒌|󱥡,21,True,,1.093,,0,False,,False,False,False,False,True,True,False,False,True
M1_0045,gold/stt2_page_0192_c07_124.png,stt2,page_0192,7,弹,đàn,弹,GOLD,s1_inter_s2_direct,"[470, 1828, 582, 1964]",119,166,丐|亶|僤|勯|啴|單|坍|坛|埮|墰|壇|壜|婵|弹|弾|彈|掸|撣|樿|檀|殚|殫|罈|聅|胆|袒|驒|鷤|𡊨|𢎚|𢎝|𢎟|𢎩|𢎫|𢎬|𢎲|𣐙|𣞀|𦉡|𩠽|󰈏|澶,42,True,,1.304,,0,False,,False,False,False,False,True,True,False,False,True
M1_0046,gold/stt2_page_0296_c04_063.png,stt2,page_0296,4,亊,sự,亊,GOLD,s1_inter_s2_direct,"[1001, 1491, 1117, 1630]",135,167,亊|事|剚|叓|殖|耡|锄|麆|㕝|𠁱|𠫺|𠭆|𠭏|𤔇|筛|篩,16,True,,1.475,,0,False,,False,False,False,False,True,True,False,False,True
M1_0047,gold/stt2_page_0158_c02_030.png,stt2,page_0158,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1307, 1333, 1423, 1462]",137,159,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.377,,0,False,,False,False,False,False,True,True,False,False,True
M1_0048,gold/stt2_page_0206_c06_111.png,stt2,page_0206,6,奇,cả,奇,GOLD,s1_inter_s2_direct,"[682, 2204, 792, 2336]",136,155,仍|哿|垰|奇|架|竒|𠵲|𪥘|󱝝|󱝮|󱼓,11,True,,1.223,,0,False,,False,False,False,False,True,True,False,False,True
M1_0049,gold/stt2_page_0012_c08_129.png,stt2,page_0012,8,弄,lòng,弄,GOLD,s1_inter_s2_direct,"[348, 1499, 447, 1610]",75,129,峼|弄|情|挊|挵|淚|瘧|胣|㢅|㺯|𠧗|𡀜|𡱯|𢌮|𢙱|𢚸|𪫵|𪻒|𬚼|𬛃|󰇑|󰝅|󰟯,23,True,,0.686,,0,False,,False,False,False,False,True,True,False,False,True
M1_0050,gold/stt2_page_0208_c04_070.png,stt2,page_0208,4,秋,su,秋,GOLD,s1_inter_s2_direct,"[992, 1802, 1099, 1927]",126,151,樞|秋|毹|毺|穌|芇|芻|蒭|蘇|蘓|㮲,11,True,,1.213,,0,False,,False,False,False,False,True,True,False,False,True
M1_0051,gold/stt2_page_0320_c03_041.png,stt2,page_0320,3,断,đoạn,断,GOLD,s1_inter_s2_direct,"[1150, 969, 1261, 1103]",104,161,断|斷|椴|段|毈|碫|籪|緞|缎|腶|鍛|锻|㫁|𠜷|𠝅|𠡱|𠩻|𠪅|𠸿|𣂢|𣂣|𣂱|𣂸|𣂾|𣃔|𣦕|𣦙|𦂰|𩏇|𭮫|󰞂|󰠣|塅|夺|奪,35,True,,1.193,,0,False,,False,False,False,False,True,True,False,False,True
M1_0052,gold/stt2_page_0274_c05_087.png,stt2,page_0274,5,之,gì,之,GOLD,s1_inter_s2_direct,"[802, 660, 913, 792]",102,155,𱍽|之|咦|夷|姨|洏|洟|為|芇|㞢|𠔇|𡳿|𫡛|𫩝|󰢔|󱙀,16,True,,1.056,,0,False,,False,False,False,False,True,True,False,False,True
M1_0053,gold/stt2_page_0210_c05_069.png,stt2,page_0210,5,逹,đặt,逹,GOLD,s1_inter_s2_direct,"[847, 981, 959, 1106]",112,155,嗒|噠|撻|特|読|讀|躂|达|迏|迖|迭|逗|連|逹|達|韃|㒓|𡂝|𢹗|𢺂|𢽞|𢾴|𨔂|𨔬|𨔶|𨖫|𨘈|𨘝|𩋅|𩌉|𩌘|󱮳|󱹘,33,True,,1.150,,0,False,,False,False,False,False,True,True,False,False,True
M1_0054,gold/stt2_page_0286_c08_135.png,stt2,page_0286,8,庫,khó,庫,GOLD,s1_inter_s2_direct,"[384, 643, 493, 769]",107,150,厙|庫|瘔|苦|讱|𠺟|𡿵|𣎏|𧁷|𧁹|󰅟|󰈶|󱠽,13,True,,1.054,,0,False,,False,False,False,False,True,True,False,False,True
M1_0055,gold/stt2_page_0136_c05_062.png,stt2,page_0136,5,空,không,空,GOLD,s1_inter_s2_direct,"[792, 505, 895, 608]",127,112,倥|坤|埃|孔|崆|庄|悾|拯|椌|涳|硿|空|箜|𡹝|𢦉|𢷙|𣝃|𫽄,18,True,,0.931,,0,False,,False,False,False,False,True,True,False,False,True
M1_0056,gold/stt2_page_0198_c09_164.png,stt2,page_0198,9,吏,lại,吏,GOLD,s1_inter_s2_direct,"[189, 2281, 311, 2409]",150,149,使|來|俫|倈|勑|厉|厲|又|叓|右|叹|吏|嬾|尼|徕|徠|懒|懶|束|濑|瀨|瘌|癘|癞|癩|皮|籁|籟|耒|藾|襰|賚|賴|赉|赖|辣|頼|顂|類|㐌|㕝|㾢|䊪|𠘝|𠻇|𡯅|𢋷|𥛉|𧡽|𧶘|𧶛|𧷖|𩓃|𫣚|𬃻,55,True,,1.422,,0,False,,False,False,False,False,True,True,False,False,True
M1_0057,gold/stt2_page_0188_c03_053.png,stt2,page_0188,3,寺,thì,寺,GOLD,s1_inter_s2_direct,"[1094, 1962, 1203, 2095]",122,146,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,True,,1.198,,0,False,,False,False,False,False,True,True,False,False,True
M1_0058,gold/stt2_page_0070_c02_017.png,stt2,page_0070,2,馭,ngựa,馭,GOLD,s1_inter_s2_direct,"[1299, 1717, 1411, 1844]",118,150,御|馬|馭|驭|𩣓|𩤳|𩤾|󰥇,8,True,,1.067,,0,False,,False,False,False,False,True,True,False,False,True
M1_0059,gold/stt2_page_0224_c04_061.png,stt2,page_0224,4,最,tối,最,GOLD,s1_inter_s2_direct,"[998, 596, 1105, 717]",123,140,冣|卒|啐|啛|対|對|撮|晬|最|琗|睟|碎|綷|繀|茋|蕞|誶|譢|谇|㝡|𠯥|𠵒|𠻜|𡭊|𣅢|𣋁|𣋚|𣤜|𥊴|𥦡|󱤛,31,True,,1.120,,0,False,,False,False,False,False,True,True,False,False,True
M1_0060,gold/stt2_page_0288_c01_004.png,stt2,page_0288,1,垩,thánh,垩,GOLD,s1_inter_s2_direct,"[1458, 860, 1575, 984]",94,124,偺|咱|喒|圣|垩|堊|琞|聖|聽|請|㑑|㗂|䎴|𠄵|𡃑|𡉄|𡑺|𤦨|𤪈|𥅶|𦔻|𦕡|𧟿|𨉑|𨲉|𨲚|𨲢|𨲣|𨲿|𩫽|𬉊|呧|殍,33,True,,0.751,,0,False,,False,False,False,False,True,True,False,False,True
M1_0061,gold/stt2_page_0024_c07_147.png,stt2,page_0024,7,衣,ấy,衣,GOLD,s1_inter_s2_direct,"[500, 1879, 610, 1973]",107,112,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,True,,0.787,,0,False,,False,False,False,False,True,True,False,False,True
M1_0062,gold/stt2_page_0116_c08_145.png,stt2,page_0116,8,其,kia,其,GOLD,s1_inter_s2_direct,"[370, 1085, 469, 1195]",98,113,其|箕|㠱|䇧|𠀠|𠀮|𠔋|𠔐|𠔛|𠔝|𠚙|𠥊|𠥩|𠴩|𠵶|𠷛|𡿸|𢌰|𤞻|𥫚|𥫶|𦋊|󰄪|󱡍|󱪪,25,True,,0.732,,0,False,,False,False,False,False,True,True,False,False,True
M1_0063,gold/stt2_page_0194_c06_104.png,stt2,page_0194,6,事,sự,事,GOLD,s1_inter_s2_direct,"[640, 1830, 747, 1971]",112,172,亊|事|剚|叓|殖|耡|锄|麆|㕝|𠁱|𠫺|𠭆|𠭏|𤔇|筛|篩,16,True,,1.316,,0,False,,False,False,False,False,True,True,False,False,True
M1_0064,gold/stt2_page_0154_c06_105.png,stt2,page_0154,6,事,sự,事,GOLD,s1_inter_s2_direct,"[688, 1381, 802, 1510]",122,156,亊|事|剚|叓|殖|耡|锄|麆|㕝|𠁱|𠫺|𠭆|𠭏|𤔇|筛|篩,16,True,,1.190,,0,False,,False,False,False,False,True,True,False,False,True
M1_0065,gold/stt2_page_0230_c07_128.png,stt2,page_0230,7,多,đi,多,GOLD,s1_inter_s2_direct,"[566, 458, 675, 573]",119,125,|多|岃|移|跢|迻|𠫾|𨀕|𪠞|𫺲,10,True,,1.013,,0,False,,False,False,False,False,True,True,False,False,True
M1_0066,gold/stt2_page_0298_c09_155.png,stt2,page_0298,9,庄,chăng,庄,GOLD,s1_inter_s2_direct,"[205, 830, 315, 957]",108,152,|丕|仳|庄|庒|弡|張|拯|生|空|荘|莊|㔻|㽵|𠗎|𠦓|𠲕|𤕶|𤖄|𤖈|𦀾|𦻊|𧜖|𫽄|󰝸|󱣟,26,True,,1.054,,0,False,,False,False,False,False,True,True,False,False,True
M1_0067,gold/stt2_page_0118_c09_178.png,stt2,page_0118,9,苓,lành,苓,GOLD,s1_inter_s2_direct,"[220, 736, 319, 850]",102,140,||令|伶|冷|姈|忴|怜|汵|聆|肑|苓|蓮|袊|䕘|𠘤|𠸖|𡅐|𡅑|𫅜|𫅞|𬙽|󰃬,23,True,,0.921,,0,False,,False,False,False,False,True,True,False,False,True
M1_0068,gold/stt2_page_0040_c04_078.png,stt2,page_0040,4,法,phép,法,GOLD,s1_inter_s2_direct,"[1016, 2001, 1118, 2107]",110,130,佱|峜|法|灋|砝|㳒|𢌇|𣳴|𣶽|𪫚|𪶏,11,True,,0.899,,0,False,,False,False,False,False,True,True,False,False,True
