sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M2_0013,syllable/stt2_page_0106_c03_035.png,stt2,page_0106,3,解,năm,,SYLLABLE,nghia_consensus,"[1139, 469, 1246, 582]",131,139,|南|年|朩|璏|秊|䄭|𠄼|𠡦|𠦅|𠦚|𠫺|𠬋|𢆥|𦼌|𫡵|𫧣|𫷜|󱙌,19,False,,0.801,,0,False,,False,False,False,False,False,True,False,False,True
M2_0014,syllable/stt2_page_0300_c03_041.png,stt2,page_0300,3,弄,toan,,SYLLABLE,nghia_consensus_tu_silver,"[1137, 678, 1248, 806]",122,158,|撰|散|櫲|狻|痠|祘|笇|筭|算|酸|鑽|䝜|𡀜|𢌺|𤷥|𥫫|𥮅|𨢽|𨣪|𪊴|󰛿|󰝺,23,False,,1.021,,0,False,,False,False,False,False,False,True,False,False,True
M2_0015,silver/stt2_page_0062_c04_082.png,stt2,page_0062,4,傾,a,阿,SILVER,s2_inter_s3_corrected,"[976, 2131, 1084, 2250]",130,147,丫|了|亜|亞|兮|呀|呵|哑|啊|啞|嗄|堊|妸|娿|婀|婐|婭|客|屙|惡|枒|桠|椏|狣|疴|痾|訶|鈳|錏|錒|铔|锕|阿|雅|鴉|鵶|鸦|䢝|𠄮|𠲞|𣉩|𣏎|𩭯|𩿗|𪀨|𪀹|也|价|伽|假|價|剐|剮|叚|吔|吖|咖|啫|夏|嫁|寡|寫|惈|拁|斝|果|架|枷|柘|查|榎|槚|檟|液|珈|痂|稼|笳|箸|篾|粿|者|茄|菓|葭|蔗|蜾|賈|贾|赭|跏|輠|过|这|迦|這|過|遮|錁|锞|駕|驾|鷓|鹧|㨋|𣂃|𣨕|𥳅|𦁹|𦓅|𦩳|𧵟|𨔾|𩾷|𪇍|𪝪|𪢆|𫅷,118,False,,0.891,,0,False,,False,False,False,False,False,True,False,False,True
M2_0016,syllable/stt2_page_0150_c02_026.png,stt2,page_0150,2,咽,nói,,SYLLABLE,nghia_consensus,"[1304, 981, 1419, 1103]",98,147,內|内|叻|吶|呐|唁|尼|曰|訥|㐻|㕯|𠺶|𡗠|𧨣,14,False,云,0.767,云,1,True,云,False,False,False,True,False,False,False,False,False
M2_0017,syllable/stt2_page_0128_c07_149.png,stt2,page_0128,7,坌,ông,,SYLLABLE,nghia_consensus,"[492, 2405, 599, 2519]",130,140,|嗡|東|王|翁|蓊|螉|鶲|䈵|𣸜|𩔚|𪂔|𪪳|󰎰|塕|滃|鹟,17,False,```markdown  ```,0.993,,0,False,,False,False,False,False,False,False,True,False,True
M2_0018,silver/stt2_page_0296_c04_055.png,stt2,page_0296,4,府,thì,寺,SILVER,s2_inter_s3_corrected,"[1009, 566, 1128, 704]",137,159,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,False,,0.966,,0,False,,False,False,False,False,False,True,False,False,True
M2_0019,syllable/stt2_page_0076_c06_125.png,stt2,page_0076,6,芒,là,,SYLLABLE,nghia_consensus,"[653, 2315, 757, 2434]",119,147,||𱺵|卥|号|囉|容|廾|時|浪|纙|罗|羅|買|邏|㼈|𢌬|𦉼|𦋝|𦌴|𦲿|𨔍|𪜀|𪡔|𫥨|𬗢|󰀳|󰐥|󰑼|󱜐|󱧭,31,False,,0.557,,0,False,,False,False,False,False,False,True,False,False,True
M2_0020,syllable/stt2_page_0032_c06_130.png,stt2,page_0032,6,敗,khi,,SYLLABLE,nghia_consensus_tu_silver,"[667, 2406, 776, 2507]",135,125,倛|僛|吱|唭|娸|崎|徛|攲|敧|期|机|桤|榿|欹|欺|浪|猗|觭|諆|踦|陭|魌|㿲|𠔶|𡾵|𣣱|𤿯|𥀴|𨜅|緝|缉,31,False,```markdown  ```,0.962,,0,False,,False,False,False,False,False,False,True,False,True
M2_0021,syllable/stt2_page_0320_c05_079.png,stt2,page_0320,5,常,và,,SYLLABLE,nghia_consensus,"[841, 889, 942, 1019]",108,157,叵|吧|和|喡|巴|為|頗|𠄧|𡂄|𡝕|𢯓|𢯠|𢽼|𣀟|𩑼|𪽡|𬏓,17,False,,0.828,,0,False,,False,False,False,False,False,True,False,False,True
M2_0022,silver/stt2_page_0280_c01_000.png,stt2,page_0280,1,𬒳,vẻ,彼,SILVER,s2_inter_s3_corrected,"[1453, 479, 1562, 591]",101,123,|尾|峃|彩|彼|𠳿|𡲈|𢗌|𢽙|𨤔|𫵞|󰖘|󰖽|󰬮|󰬵|󱮿|󱱮,17,False,,0.727,,0,False,,False,False,False,False,False,True,False,False,True
M2_0023,syllable/stt2_page_0240_c02_025.png,stt2,page_0240,2,虎,xác,,SYLLABLE,nghia_consensus_tu_silver,"[1310, 1088, 1418, 1215]",98,144,剒|埆|塙|墧|壳|悫|愨|慤|搉|攉|榷|殻|殼|确|確|碻|礜|礭|索|蝎|覚|觳|逪|錯|㱋|㱿|䥘|𠳗|𢭜|𣪛|𥔳|𩩬|󱛑|󱞲,34,False,```markdown  ```,0.933,,0,False,,False,False,False,False,False,False,True,False,True
M2_0024,syllable/stt2_page_0162_c07_112.png,stt2,page_0162,7,弇,ông,,SYLLABLE,nghia_consensus,"[531, 1441, 643, 1577]",132,163,|嗡|東|王|翁|蓊|螉|鶲|䈵|𣸜|𩔚|𪂔|𪪳|󰎰|塕|滃|鹟,17,False,```,1.088,,0,False,,False,False,False,False,False,False,False,False,True
M2_0025,silver/stt2_page_0290_c09_166.png,stt2,page_0290,9,𣣔,hết,歇,SILVER,s2_inter_s3_corrected,"[227, 2398, 344, 2519]",126,137,侭|儘|別|哈|喝|尽|欱|歇|盡|竭|結|遏|䀆|𠿒|𡀽|𡁁|𣍊|𥁞|𥃞|𧗁|󰄘|󰤣|󱤰,23,False,,0.878,,0,False,,False,False,False,False,False,True,False,False,True
M2_0026,syllable/stt2_page_0124_c05_087.png,stt2,page_0124,5,而,làm,,SYLLABLE,nghia_consensus,"[828, 637, 934, 751]",120,140,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,```,0.947,,0,False,,False,False,False,False,False,False,False,False,True
M2_0027,syllable/stt2_page_0104_c06_117.png,stt2,page_0104,6,冬,các,,SYLLABLE,nghia_consensus_tu_silver,"[672, 1593, 784, 1712]",138,145,各|合|恪|搁|擱|斠|格|榷|琾|硌|胳|袼|鉻|铬|閣|閤|阁|𬮤|挃|茖|詻,21,False,,1.187,,0,False,,False,False,False,False,False,True,False,False,True
M2_0028,syllable/stt2_page_0186_c09_153.png,stt2,page_0186,9,改,đoạn,,SYLLABLE,nghia_consensus_tu_silver,"[170, 948, 299, 1091]",121,176,断|斷|椴|段|毈|碫|籪|緞|缎|腶|鍛|锻|㫁|𠜷|𠝅|𠡱|𠩻|𠪅|𠸿|𣂢|𣂣|𣂱|𣂸|𣂾|𣃔|𣦕|𣦙|𦂰|𩏇|𭮫|󰞂|󰠣|塅|夺|奪,35,False,,4.506,,0,False,,False,False,False,False,False,True,False,False,True
M2_0029,syllable/stt2_page_0046_c07_144.png,stt2,page_0046,7,都,đoạn,,SYLLABLE,nghia_consensus,"[529, 2010, 634, 2125]",114,141,断|斷|椴|段|毈|碫|籪|緞|缎|腶|鍛|锻|㫁|𠜷|𠝅|𠡱|𠩻|𠪅|𠸿|𣂢|𣂣|𣂱|𣂸|𣂾|𣃔|𣦕|𣦙|𦂰|𩏇|𭮫|󰞂|󰠣|塅|夺|奪,35,False,起,6.440,起,1,True,起,False,False,False,True,False,False,False,False,False
M2_0030,syllable/stt2_page_0192_c09_161.png,stt2,page_0192,9,𭰖,nước,,SYLLABLE,nghia_consensus,"[196, 1764, 305, 1891]",110,156,|匿|國|娘|搩|於|渃|珠|箸|著|𣋐|𣥧|𫭔,13,False,```,8.676,,0,False,,False,False,False,False,False,False,False,False,True
M2_0031,syllable/stt2_page_0272_c01_010.png,stt2,page_0272,1,百,làm,,SYLLABLE,nghia_consensus,"[1445, 1444, 1568, 1570]",141,152,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,,38.692,,0,False,,False,False,False,False,False,True,False,False,True
M2_0032,silver/stt2_page_0210_c02_023.png,stt2,page_0210,2,放,nhớ,汝,SILVER,s2_inter_s3_corrected,"[1318, 990, 1423, 1118]",107,134,仌|女|汝|洳|渚|𠯆|𢖵|𢘾|𪡑|𫺈|𬈋,11,False,```markdown  ```,37.605,,0,False,,False,False,False,False,False,False,True,False,True
M2_0033,silver/stt2_page_0102_c09_180.png,stt2,page_0102,9,底,đêm,店,SILVER,s2_inter_s3_corrected,"[206, 1630, 312, 1746]",115,134,又|坫|奌|店|最|胋|點|㸃|䏦|𡖵|𣈔|𣈘|𣈜|𣎀|󰄜|󱤤,16,False,,0.731,,0,False,,False,False,False,False,False,True,False,False,True
M2_0034,syllable/stt2_page_0242_c04_054.png,stt2,page_0242,4,冬,các,,SYLLABLE,nghia_consensus_tu_silver,"[986, 556, 1105, 687]",143,159,各|合|恪|搁|擱|斠|格|榷|琾|硌|胳|袼|鉻|铬|閣|閤|阁|𬮤|挃|茖|詻,21,False,,0.803,,0,False,,False,False,False,False,False,True,False,False,True
M2_0035,syllable/stt2_page_0034_c02_033.png,stt2,page_0034,2,直,nghe,,SYLLABLE,nghia_consensus_tu_silver,"[1257, 1699, 1363, 1819]",90,143,儀|冝|宐|宜|浪|牐|義|賖|㝖|𠖃|𠣨|𠵌|𡧧|𡨆|𡪀|𡪏|𢪀|𣦍|𥪺|𥫃|𦖑|𬆄|󰽿|󱱀,24,False,,0.623,,0,False,,False,False,False,False,False,True,False,False,True
M2_0036,syllable/stt2_page_0138_c04_074.png,stt2,page_0138,4,吞,trời,,SYLLABLE,nghia_consensus_tu_silver,"[1005, 1129, 1111, 1242]",123,139,|俼|天|旹|𠅜|𠳒|𡗶|𢚸|𣈗|𫯝|𫶸|󱞿|沈,13,False,,0.666,,0,False,,False,False,False,False,False,True,False,False,True
M2_0037,silver/stt2_page_0164_c08_130.png,stt2,page_0164,8,履,răng,浪,SILVER,s2_inter_s3_corrected,"[385, 1641, 492, 1769]",131,153,|𲎩|凌|夌|浪|淩|齿|𦝄|𦢠|𪘵|𪤽|𫆢|𬹸|󰌻|󰛈|󱆋,16,False,,0.875,,0,False,,False,False,False,False,False,True,False,False,True
M2_0038,syllable/stt2_page_0228_c09_147.png,stt2,page_0228,9,𠬧,song,,SYLLABLE,nghia_consensus_tu_silver,"[245, 488, 354, 605]",135,145,双|囍|囪|囱|愯|摐|淙|滝|漴|牎|牕|窓|窗|窻|葱|蔥|衝|雙|㕠|㧐|㩳|㳥|䆫|䓗|䨇|䨥|𠂨|𠼾|𢅻|𢚱|𣙩|𣳔|𤗄|𤗉|𥦗|𥦾|𦯎|𦴜|𧁗|𧄐|𩀝|𩀱|𩆿|𩽧|𫁷|󰏻|󲘟,47,False,```,0.703,,0,False,,False,False,False,False,False,False,False,False,True
M2_0039,silver/stt2_page_0318_c07_129.png,stt2,page_0318,7,極,su,秋,SILVER,s2_inter_s3_corrected,"[550, 1700, 668, 1831]",104,161,樞|秋|毹|毺|穌|芇|芻|蒭|蘇|蘓|㮲,11,False,,0.724,,0,False,,False,False,False,False,False,True,False,False,True
M2_0040,syllable/stt2_page_0114_c03_051.png,stt2,page_0114,3,𠇭,mình,,SYLLABLE,nghia_consensus,"[1144, 1379, 1251, 1489]",130,134,命|明|春|珄|舍|𠇮|𠵴|𨉓|𨉟|󰇕|󰳁|󱝬,12,False,,0.684,,0,False,,False,False,False,False,False,True,False,False,True
M2_0041,syllable/stt2_page_0160_c04_069.png,stt2,page_0160,4,知,đức,,SYLLABLE,nghia_consensus,"[966, 1878, 1076, 2006]",134,155,|𱐩|𱝮|徳|德|恴|悳|惪|㤫|㥀|㥁|䙷|𢛳|𢜖|𢠀|𢤊|𨗌|𨗤|𭲖|󰆙|󱉎,21,False,歸,0.918,歸,1,True,歸,False,False,False,True,False,False,False,False,False
M2_0042,syllable/stt2_page_0100_c08_145.png,stt2,page_0100,8,遥,lạ,,SYLLABLE,nghia_consensus,"[359, 2169, 460, 2279]",119,132,|吕|呂|囉|異|罗|羅|莒|逻|邏|𡄀|𡆗|𡚎|𤳧|𤴏|𦋝|𦌴|𦍉|𨓐|𨔍|𪡔|𬏘|𬨨|󰑼|󰬦|󱟃|󱨹|󱨺|呂,29,False,,0.628,,0,False,,False,False,False,False,False,True,False,False,True
M2_0043,syllable/stt2_page_0134_c05_097.png,stt2,page_0134,5,及,chịu,,SYLLABLE,nghia_consensus_tu_silver,"[851, 1553, 956, 1671]",129,141,受|召|邵|𠮥|𠮦|𠹾|𠺥|𥃝,8,False,,0.693,,0,False,,False,False,False,False,False,True,False,False,True
M2_0044,syllable/stt2_page_0178_c07_128.png,stt2,page_0178,7,族,ai,,SYLLABLE,nghia_consensus,"[561, 2292, 664, 2419]",112,150,ヌ|些|偯|剴|匕|哀|哎|唉|嗳|噯|埃|娭|它|挨|捱|捽|欸|絯|誒|诶|鎄|鑀|锿|㗒|𠳒|𢖵|𢜺|𢰇|霭|靄,30,False,```markdown  ```,0.845,,0,False,,False,False,False,False,False,False,True,False,True
M2_0045,syllable/stt2_page_0176_c05_075.png,stt2,page_0176,5,入,ấy,,SYLLABLE,nghia_consensus,"[818, 494, 930, 611]",138,145,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,False,,0.841,,0,False,,False,False,False,False,False,True,False,False,True
M2_0046,syllable/stt2_page_0080_c09_165.png,stt2,page_0080,9,尒,làm,,SYLLABLE,nghia_consensus,"[226, 1120, 327, 1248]",89,157,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,,0.597,,0,False,,False,False,False,False,False,True,False,False,True
M2_0047,syllable/stt2_page_0152_c02_029.png,stt2,page_0152,2,而,làm,,SYLLABLE,nghia_consensus,"[1287, 1220, 1388, 1333]",96,132,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,,0.539,,0,False,,False,False,False,False,False,True,False,False,True
M2_0048,silver/stt2_page_0024_c06_114.png,stt2,page_0024,6,福,xu,樞,SILVER,s2_inter_s3_corrected,"[654, 913, 754, 1025]",112,134,姝|搊|枢|樞|犓|縐|趋|趍|趣|趨|跢|鯫|𧻫|𧻬|𧼜|𧾶|𨃘|𫆃|𫆉,19,False,,0.648,,0,False,,False,False,False,False,False,True,False,False,True
M2_0049,syllable/stt2_page_0130_c02_027.png,stt2,page_0130,2,詩,thì,,SYLLABLE,nghia_consensus_tu_silver,"[1296, 856, 1400, 968]",111,136,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,False,,0.546,,0,False,,False,False,False,False,False,True,False,False,True
M2_0050,syllable/stt2_page_0262_c04_074.png,stt2,page_0262,4,河,a,,SYLLABLE,nghia_consensus,"[978, 2135, 1084, 2253]",121,133,丫|了|亜|亞|兮|呀|呵|哑|啊|啞|嗄|堊|妸|娿|婀|婐|婭|客|屙|惡|枒|桠|椏|狣|疴|痾|訶|鈳|錏|錒|铔|锕|阿|雅|鴉|鵶|鸦|䢝|𠄮|𠲞|𣉩|𣏎|𩭯|𩿗|𪀨|𪀹|也|价|伽|假|價|剐|剮|叚|吔|吖|咖|啫|夏|嫁|寡|寫|惈|拁|斝|果|架|枷|柘|查|榎|槚|檟|液|珈|痂|稼|笳|箸|篾|粿|者|茄|菓|葭|蔗|蜾|賈|贾|赭|跏|輠|过|这|迦|這|過|遮|錁|锞|駕|驾|鷓|鹧|㨋|𣂃|𣨕|𥳅|𦁹|𦓅|𦩳|𧵟|𨔾|𩾷|𪇍|𪝪|𪢆|𫅷,118,False,,0.631,,0,False,,False,False,False,False,False,True,False,False,True
M2_0051,silver/stt2_page_0236_c03_037.png,stt2,page_0236,3,極,su,樞,SILVER,s2_inter_s3_corrected,"[1137, 552, 1246, 682]",100,150,樞|秋|毹|毺|穌|芇|芻|蒭|蘇|蘓|㮲,11,False,,0.623,,0,False,,False,False,False,False,False,True,False,False,True
M2_0052,silver/stt2_page_0058_c01_009.png,stt2,page_0058,1,安,cùng,共,SILVER,s2_inter_s3_corrected,"[1442, 1286, 1541, 1397]",95,128,供|共|其|塘|廾|弯|強|拱|拲|珙|穷|穹|窮|竆|藭|蛩|蛬|邛|䓖|䠻|𠔏|𡀳|𡃕|𥧺|𥨪|𦱹|𧅉|𧅓|𧉨|𧊡|𧊮|𧋄|𧋯|𧋳|𧌪|𧎦|𧏒|𨉺|𩇿|󰠃|棩|筇|跫|銎,44,False,```markdown  ```,0.652,,0,False,,False,False,False,False,False,False,True,False,True
M2_0053,syllable/stt2_page_0218_c01_004.png,stt2,page_0218,1,常,và,,SYLLABLE,nghia_consensus,"[1456, 902, 1564, 1031]",113,159,叵|吧|和|喡|巴|為|頗|𠄧|𡂄|𡝕|𢯓|𢯠|𢽼|𣀟|𩑼|𪽡|𬏓,17,False,```markdown  ```,0.849,,0,False,,False,False,False,False,False,False,True,False,True
M2_0054,syllable/stt2_page_0022_c08_155.png,stt2,page_0022,8,居,nước,,SYLLABLE,nghia_consensus_tu_silver,"[372, 1488, 475, 1602]",96,140,|匿|國|娘|搩|於|渃|珠|箸|著|𣋐|𣥧|𫭔,13,False,,0.600,,0,False,,False,False,False,False,False,True,False,False,True
M2_0055,syllable/stt2_page_0132_c05_084.png,stt2,page_0132,5,仪,ấy,,SYLLABLE,nghia_consensus_tu_silver,"[788, 483, 900, 589]",138,130,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,False,nue,0.760,,0,False,,False,False,False,False,False,False,True,False,True
M2_0056,syllable/stt2_page_0030_c06_133.png,stt2,page_0030,6,吞,trời,,SYLLABLE,nghia_consensus,"[670, 2447, 766, 2545]",118,120,|俼|天|旹|𠅜|𠳒|𡗶|𢚸|𣈗|𫯝|𫶸|󱞿|沈,13,False,```markdown  ```,0.745,,0,False,,False,False,False,False,False,False,True,False,True
M2_0057,syllable/stt2_page_0250_c07_131.png,stt2,page_0250,7,入,ấy,,SYLLABLE,nghia_consensus_tu_silver,"[556, 2417, 669, 2535]",110,130,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,False,,0.585,,0,False,,False,False,False,False,False,True,False,False,True
M2_0058,syllable/stt2_page_0170_c02_033.png,stt2,page_0170,2,而,làm,,SYLLABLE,nghia_consensus,"[1293, 2107, 1397, 2233]",110,156,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,八,0.733,八,1,True,八,False,False,False,True,False,False,False,False,False
M2_0059,syllable/stt2_page_0122_c05_093.png,stt2,page_0122,5,𭮀,pha,,SYLLABLE,nghia_consensus_tu_silver,"[833, 1128, 935, 1241]",112,115,叵|坡|岥|披|波|玻|皅|破|簸|翍|芭|苩|萉|葩|陂|頗|颇|㓟|㩺|䔤|𠠉|𠶊|𤇨|𤿎|𤿐|𥸨|𦺂|𨸭|𩑼,29,False,```markdown  ```,0.703,,0,False,,False,False,False,False,False,False,True,False,True
M2_0060,syllable/stt2_page_0050_c01_004.png,stt2,page_0050,1,而,làm,,SYLLABLE,nghia_consensus,"[1452, 849, 1553, 959]",96,132,|乄|滥|漤|濫|灠|爪|爫|藍|㕚|𣩂|𣽦|𪵯|𫜵|𬈋|󰥎|󱛝,17,False,,0.546,,0,False,,False,False,False,False,False,True,False,False,True
M2_0061,silver/stt2_page_0092_c08_163.png,stt2,page_0092,8,屰,nào,市,SILVER,s2_inter_s3_corrected,"[367, 562, 468, 662]",108,123,|𱜢|儍|市|惱|牢|羅|芇|芾|閙|闹|鬧|㝹|𠅈|𠆴|𠇰|𡗚|𢂂|𦬝|𨶂|𫮇|󰅹,22,False,,0.615,,0,False,,False,False,False,False,False,True,False,False,True
M2_0062,syllable/stt2_page_0206_c07_115.png,stt2,page_0206,7,喀,hai,,SYLLABLE,nghia_consensus,"[534, 586, 639, 712]",112,150,|侼|台|咍|怡|檯|瓵|臺|邰|颱|鮐|㣍|𠄩|𠄽|𠘭|𡐬|𪱜|󰀘,18,False,```markdown  ```,0.793,,0,False,,False,False,False,False,False,False,True,False,True
M2_0063,syllable/stt2_page_0118_c03_047.png,stt2,page_0118,3,逆,lại,,SYLLABLE,nghia_consensus_tu_silver,"[1128, 634, 1230, 740]",86,128,使|來|俫|倈|勑|厉|厲|又|叓|右|叹|吏|嬾|尼|徕|徠|懒|懶|束|濑|瀨|瘌|癘|癞|癩|皮|籁|籟|耒|藾|襰|賚|賴|赉|赖|辣|頼|顂|類|㐌|㕝|㾢|䊪|𠘝|𠻇|𡯅|𢋷|𥛉|𧡽|𧶘|𧶛|𧷖|𩓃|𫣚|𬃻,55,False,,0.481,,0,False,,False,False,False,False,False,True,False,False,True
