sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M1_0046,gold/stt2_page_0296_c04_063.png,stt2,page_0296,4,亊,sự,亊,GOLD,s1_inter_s2_direct,"[1001, 1491, 1117, 1630]",135,167,亊|事|剚|叓|殖|耡|锄|麆|㕝|𠁱|𠫺|𠭆|𠭏|𤔇|筛|篩,16,True,𫴮,1.039,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0047,gold/stt2_page_0158_c02_030.png,stt2,page_0158,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1307, 1333, 1423, 1462]",137,159,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,𫴮,1.041,𫴮,1,True,𫴮,True,True,False,True,True,False,False,False,False
M1_0048,gold/stt2_page_0206_c06_111.png,stt2,page_0206,6,奇,cả,奇,GOLD,s1_inter_s2_direct,"[682, 2204, 792, 2336]",136,155,仍|哿|垰|奇|架|竒|𠵲|𪥘|󱝝|󱝮|󱼓,11,True,𫴮,0.859,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0049,gold/stt2_page_0012_c08_129.png,stt2,page_0012,8,弄,lòng,弄,GOLD,s1_inter_s2_direct,"[348, 1499, 447, 1610]",75,129,峼|弄|情|挊|挵|淚|瘧|胣|㢅|㺯|𠧗|𡀜|𡱯|𢌮|𢙱|𢚸|𪫵|𪻒|𬚼|𬛃|󰇑|󰝅|󰟯,23,True,𠊛,0.583,𠊛,1,True,𠊛,False,False,False,True,True,False,False,False,False
M1_0050,gold/stt2_page_0208_c04_070.png,stt2,page_0208,4,秋,su,秋,GOLD,s1_inter_s2_direct,"[992, 1802, 1099, 1927]",126,151,樞|秋|毹|毺|穌|芇|芻|蒭|蘇|蘓|㮲,11,True,𫴮,0.831,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0051,gold/stt2_page_0320_c03_041.png,stt2,page_0320,3,断,đoạn,断,GOLD,s1_inter_s2_direct,"[1150, 969, 1261, 1103]",104,161,断|斷|椴|段|毈|碫|籪|緞|缎|腶|鍛|锻|㫁|𠜷|𠝅|𠡱|𠩻|𠪅|𠸿|𣂢|𣂣|𣂱|𣂸|𣂾|𣃔|𣦕|𣦙|𦂰|𩏇|𭮫|󰞂|󰠣|塅|夺|奪,35,True,𠊚,0.900,𠊚,1,True,𠊚,False,False,False,True,True,False,False,False,False
M1_0052,gold/stt2_page_0274_c05_087.png,stt2,page_0274,5,之,gì,之,GOLD,s1_inter_s2_direct,"[802, 660, 913, 792]",102,155,𱍽|之|咦|夷|姨|洏|洟|為|芇|㞢|𠔇|𡳿|𫡛|𫩝|󰢔|󱙀,16,True,𫴮,0.786,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0053,gold/stt2_page_0210_c05_069.png,stt2,page_0210,5,逹,đặt,逹,GOLD,s1_inter_s2_direct,"[847, 981, 959, 1106]",112,155,嗒|噠|撻|特|読|讀|躂|达|迏|迖|迭|逗|連|逹|達|韃|㒓|𡂝|𢹗|𢺂|𢽞|𢾴|𨔂|𨔬|𨔶|𨖫|𨘈|𨘝|𩋅|𩌉|𩌘|󱮳|󱹘,33,True,𠊚,0.919,𠊚,1,True,𠊚,False,False,False,True,True,False,False,False,False
M1_0054,gold/stt2_page_0286_c08_135.png,stt2,page_0286,8,庫,khó,庫,GOLD,s1_inter_s2_direct,"[384, 643, 493, 769]",107,150,厙|庫|瘔|苦|讱|𠺟|𡿵|𣎏|𧁷|𧁹|󰅟|󰈶|󱠽,13,True,𫴮,0.746,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0055,gold/stt2_page_0136_c05_062.png,stt2,page_0136,5,空,không,空,GOLD,s1_inter_s2_direct,"[792, 505, 895, 608]",127,112,倥|坤|埃|孔|崆|庄|悾|拯|椌|涳|硿|空|箜|𡹝|𢦉|𢷙|𣝃|𫽄,18,True,𠊛,0.778,𠊛,1,True,𠊛,False,False,False,True,True,False,False,False,False
M1_0056,gold/stt2_page_0198_c09_164.png,stt2,page_0198,9,吏,lại,吏,GOLD,s1_inter_s2_direct,"[189, 2281, 311, 2409]",150,149,使|來|俫|倈|勑|厉|厲|又|叓|右|叹|吏|嬾|尼|徕|徠|懒|懶|束|濑|瀨|瘌|癘|癞|癩|皮|籁|籟|耒|藾|襰|賚|賴|赉|赖|辣|頼|顂|類|㐌|㕝|㾢|䊪|𠘝|𠻇|𡯅|𢋷|𥛉|𧡽|𧶘|𧶛|𧷖|𩓃|𫣚|𬃻,55,True,𫴮,0.996,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0057,gold/stt2_page_0188_c03_053.png,stt2,page_0188,3,寺,thì,寺,GOLD,s1_inter_s2_direct,"[1094, 1962, 1203, 2095]",122,146,𱢑|匙|埘|塒|寺|峕|常|提|时|旹|時|晨|曟|榯|氏|畤|秲|茄|莳|蒔|辰|鍉|鰣|鲥|㔭|㫑|㫭|㮛|䈕|䢈|𠨱|𠨷|𠩐|𠩟|𠱾|𡗶|𡺈|𡺞|𢁈|𣅱|𣈜|𥊘|𥫽|𦔌|𦱎|𦱗|𦸎|𨑃|𨑄|𨥌|𩶬|𪰛|𬀦|󰣡|󱞑|㖘,56,True,𫴮,0.857,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0058,gold/stt2_page_0070_c02_017.png,stt2,page_0070,2,馭,ngựa,馭,GOLD,s1_inter_s2_direct,"[1299, 1717, 1411, 1844]",118,150,御|馬|馭|驭|𩣓|𩤳|𩤾|󰥇,8,True,𠊚,0.875,𠊚,1,True,𠊚,False,False,False,True,True,False,False,False,False
M1_0059,gold/stt2_page_0224_c04_061.png,stt2,page_0224,4,最,tối,最,GOLD,s1_inter_s2_direct,"[998, 596, 1105, 717]",123,140,冣|卒|啐|啛|対|對|撮|晬|最|琗|睟|碎|綷|繀|茋|蕞|誶|譢|谇|㝡|𠯥|𠵒|𠻜|𡭊|𣅢|𣋁|𣋚|𣤜|𥊴|𥦡|󱤛,31,True,𫴮,0.798,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0060,gold/stt2_page_0288_c01_004.png,stt2,page_0288,1,垩,thánh,垩,GOLD,s1_inter_s2_direct,"[1458, 860, 1575, 984]",94,124,偺|咱|喒|圣|垩|堊|琞|聖|聽|請|㑑|㗂|䎴|𠄵|𡃑|𡉄|𡑺|𤦨|𤪈|𥅶|𦔻|𦕡|𧟿|𨉑|𨲉|𨲚|𨲢|𨲣|𨲿|𩫽|𬉊|呧|殍,33,True,𠊛,0.663,𠊛,1,True,𠊛,False,False,False,True,True,False,False,False,False
M1_0061,gold/stt2_page_0024_c07_147.png,stt2,page_0024,7,衣,ấy,衣,GOLD,s1_inter_s2_direct,"[500, 1879, 610, 1973]",107,112,𱍸|乙|倚|噫|娎|帝|悥|意|憶|椅|衣|衤|𠂎|𠋣|𠶷|𢡃|𧘇|𪬫|𫢚|󰀎|󱦝|󱰁|啩|怪|掛|撌|癸|紙|𠶔|𢫞|𢯗|𥿗,32,True,𫴮,0.602,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0062,gold/stt2_page_0116_c08_145.png,stt2,page_0116,8,其,kia,其,GOLD,s1_inter_s2_direct,"[370, 1085, 469, 1195]",98,113,其|箕|㠱|䇧|𠀠|𠀮|𠔋|𠔐|𠔛|𠔝|𠚙|𠥊|𠥩|𠴩|𠵶|𠷛|𡿸|𢌰|𤞻|𥫚|𥫶|𦋊|󰄪|󱡍|󱪪,25,True,𫴮,0.614,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0063,gold/stt2_page_0194_c06_104.png,stt2,page_0194,6,事,sự,事,GOLD,s1_inter_s2_direct,"[640, 1830, 747, 1971]",112,172,亊|事|剚|叓|殖|耡|锄|麆|㕝|𠁱|𠫺|𠭆|𠭏|𤔇|筛|篩,16,True,𫴮,0.889,𫴮,1,True,𫴮,False,False,False,True,True,False,False,False,False
M1_0064,gold/stt2_page_0154_c06_105.png,stt2,page_0154,6,事,sự,事,GOLD,s1_inter_s2_direct,"[688, 1381, 802, 1510]",122,156,亊|事|剚|叓|殖|耡|锄|麆|㕝|𠁱|𠫺|𠭆|𠭏|𤔇|筛|篩,16,True,𠊚,0.943,𠊚,1,True,𠊚,False,False,False,True,True,False,False,False,False
