item_id,verdict,book,page,iou,image_new,label_old,label_new,label_match,tier_new,status
fb176c02758d6382,correct,yen11,page_0180,1.0,gold/yen11_page_0180_c01_001.png,列,列,True,GOLD,matched
0794be40a2976d8d,correct,yen11,page_0158,1.0,gold/yen11_page_0158_c03_051.png,戈,戈,True,GOLD,matched
f0cefb3fbc0c681d,correct,yen4,page_0290,1.0,gold/yen4_page_0290_c04_085.png,統,統,True,GOLD,matched
9dd6661f747c1595,correct,yen4,page_0066,1.0,gold/yen4_page_0066_c04_067.png,称,称,True,GOLD,matched
893f5459b05b54b9,correct,yen4,page_0042,1.0,gold/yen4_page_0042_c09_191.png,主,主,True,GOLD,matched
755ae56030eb310e,correct,yen4,page_0096,1.0,gold/yen4_page_0096_c06_119.png,巾,巾,True,GOLD,matched
81090cfea2b753c2,correct,yen2,page_0284,1.0,gold/yen2_page_0284_c04_064.png,每,每,True,GOLD,matched
7b088bd3f90e29a9,correct,yen4,page_0096,1.0,gold/yen4_page_0096_c03_045.png,嗔,嗔,True,GOLD,matched
07e369369e2e633c,correct,yen2,page_0072,1.0,gold/yen2_page_0072_c09_168.png,主,主,True,GOLD,matched
11f8e04a1b4ef433,correct,yen11,page_0226,1.0,gold/yen11_page_0226_c04_077.png,吏,吏,True,GOLD,matched
7a21eacb9a6ec4ec,correct,yen11,page_0022,1.0,gold/yen11_page_0022_c05_093.png,犯,犯,True,GOLD,matched
824ff30171c69504,correct,yen4,page_0142,1.0,gold/yen4_page_0142_c05_095.png,底,底,True,GOLD,matched
ddd78c57c87761ce,correct,yen4,page_0240,0.439,,凜,,False,,orphan
245d24eaa3968a6d,correct,yen2,page_0214,0.162,,𥙷,,False,,orphan
22d8d2cfd7128bac,correct,yen11,page_0124,1.0,gold/yen11_page_0124_c07_145.png,奸,奸,True,GOLD,matched
03d9a9b55f9405c2,correct,yen4,page_0136,1.0,gold/yen4_page_0136_c01_005.png,昂,昂,True,GOLD,matched
ecb53506c95690c0,correct,yen4,page_0198,0.69,gold/yen4_page_0198_c07_111.png,於,下,False,GOLD,label_changed
ac4677bf4395d1fd,correct,yen11,page_0060,1.0,gold/yen11_page_0060_c09_167.png,楼,楼,True,GOLD,matched
f9b75153cf426819,correct,yen11,page_0026,1.0,gold/yen11_page_0026_c07_145.png,罢,罢,True,GOLD,matched
a988492a2e7d7525,correct,yen4,page_0040,1.0,gold/yen4_page_0040_c01_001.png,尼,尼,True,GOLD,matched
d0964b395c13222c,correct,yen4,page_0036,0.576,gold/yen4_page_0036_c01_019.png,意,意,True,GOLD,matched
f94535579f0e5fe1,correct,yen11,page_0086,1.0,gold/yen11_page_0086_c07_135.png,末,末,True,GOLD,matched
f544ac11b2d9d361,correct,yen11,page_0138,1.0,gold/yen11_page_0138_c05_095.png,旦,旦,True,GOLD,matched
f6cfe6f0be516ba3,correct,yen4,page_0036,1.0,gold/yen4_page_0036_c03_053.png,德,德,True,GOLD,matched
609b6a91b331dd73,correct,yen2,page_0250,1.0,gold/yen2_page_0250_c06_105.png,㝵,㝵,True,GOLD,matched
e0434184fd0c2546,correct,yen11,page_0174,1.0,gold/yen11_page_0174_c06_110.png,哭,哭,True,GOLD,matched
509cfb052d25a25f,correct,yen2,page_0300,1.0,gold/yen2_page_0300_c03_053.png,求,求,True,GOLD,matched
c02ff68c2945f056,correct,yen2,page_0074,1.0,gold/yen2_page_0074_c09_188.png,差,差,True,GOLD,matched
52de644620e7b25b,correct,yen2,page_0072,1.0,gold/yen2_page_0072_c01_015.png,𠄼,𠄼,True,GOLD,matched
dd42069e8cb058a8,correct,yen4,page_0066,1.0,gold/yen4_page_0066_c08_146.png,倘,倘,True,GOLD,matched
2cc165d4a9d82827,correct,yen2,page_0170,1.0,gold/yen2_page_0170_c07_115.png,葩,葩,True,GOLD,matched
40164d4041a7a5c4,correct,yen11,page_0260,1.0,gold/yen11_page_0260_c04_078.png,忌,忌,True,GOLD,matched
333ae65b880eabab,correct,yen2,page_0224,1.0,gold/yen2_page_0224_c05_089.png,旦,旦,True,GOLD,matched
e73699f239ef1619,correct,yen2,page_0046,0.795,gold/yen2_page_0046_c08_155.png,天,天,True,GOLD,matched
5637a504792bb0cb,correct,yen2,page_0116,1.0,gold/yen2_page_0116_c01_009.png,沛,沛,True,GOLD,matched
24c9d4735f6237d1,correct,yen4,page_0074,0.86,,先,nan,False,REVIEW,label_changed
0723ebe6bf35cf46,correct,yen11,page_0156,1.0,gold/yen11_page_0156_c09_179.png,沚,沚,True,GOLD,matched
32168062c312077b,correct,yen11,page_0092,1.0,gold/yen11_page_0092_c03_041.png,自,自,True,GOLD,matched
a08eec8d43eeb3ba,correct,yen4,page_0098,1.0,gold/yen4_page_0098_c04_067.png,時,時,True,GOLD,matched
6bf192ea3fc8b0ea,correct,yen4,page_0220,1.0,gold/yen4_page_0220_c05_090.png,庫,庫,True,GOLD,matched
a8c612900a17efc3,correct,yen11,page_0066,0.873,gold/yen11_page_0066_c02_027.png,願,願,True,GOLD,matched
4ae1d272f7d8c502,correct,yen11,page_0134,1.0,gold/yen11_page_0134_c08_174.png,垩,垩,True,GOLD,matched
6ef3faaceaef839e,correct,yen11,page_0028,1.0,gold/yen11_page_0028_c03_048.png,㝵,㝵,True,GOLD,matched
5a51ca239358db6d,correct,yen2,page_0140,1.0,gold/yen2_page_0140_c06_105.png,為,為,True,GOLD,matched
ac72d0984aea99b5,correct,yen4,page_0120,1.0,gold/yen4_page_0120_c09_184.png,翁,翁,True,GOLD,matched
b851a0547e52893c,correct,yen4,page_0258,1.0,gold/yen4_page_0258_c03_059.png,腮,腮,True,GOLD,matched
a7ed559878bcc312,correct,yen4,page_0292,1.0,gold/yen4_page_0292_c06_125.png,福,福,True,GOLD,matched
d1ee3cd027754097,correct,yen4,page_0078,1.0,gold/yen4_page_0078_c02_027.png,各,各,True,GOLD,matched
d6cdae1de79ae6b1,correct,yen11,page_0150,1.0,gold/yen11_page_0150_c04_075.png,仍,仍,True,GOLD,matched
f4566b6dd0247f61,correct,yen11,page_0236,1.0,gold/yen11_page_0236_c07_152.png,衣,衣,True,GOLD,matched
925d127e4d0b4401,correct,yen11,page_0282,1.0,gold/yen11_page_0282_c07_148.png,恩,恩,True,GOLD,matched
0c5524f8391e2dfb,correct,yen11,page_0298,1.0,gold/yen11_page_0298_c06_124.png,折,折,True,GOLD,matched
54bde2ab5f50cf9c,correct,yen11,page_0024,1.0,gold/yen11_page_0024_c07_143.png,天,天,True,GOLD,matched
2c1b8d8a740dfba5,correct,yen2,page_0230,1.0,gold/yen2_page_0230_c05_105.png,麻,麻,True,GOLD,matched
2d0e5d7cf199c6e9,correct,yen4,page_0066,0.885,gold/yen4_page_0066_c06_116.png,秋,秋,True,GOLD,matched
8cf537b8337553d8,correct,yen11,page_0216,1.0,gold/yen11_page_0216_c06_113.png,於,於,True,GOLD,matched
96dd7be48b2f128a,correct,yen2,page_0068,1.0,gold/yen2_page_0068_c01_018.png,浪,浪,True,GOLD,matched
45c64a98a7f0327f,correct,yen11,page_0024,1.0,gold/yen11_page_0024_c04_071.png,几,几,True,GOLD,matched
fe03c029765f1fb3,correct,yen4,page_0240,1.0,gold/yen4_page_0240_c01_003.png,麻,麻,True,GOLD,matched
ad0350fe0d21c0f9,correct,yen4,page_0278,1.0,gold/yen4_page_0278_c06_129.png,黙,黙,True,GOLD,matched
c92ef721e6ae33d9,correct,yen4,page_0090,0.846,gold/yen4_page_0090_c08_150.png,德,德,True,GOLD,matched
124fc3100c3d6dce,correct,yen11,page_0036,0.57,gold/yen11_page_0036_c08_153.png,眉,眉,True,GOLD,matched
97d8e0711f268012,correct,yen2,page_0058,1.0,gold/yen2_page_0058_c06_127.png,綿,綿,True,GOLD,matched
1c8c36d16fe0554d,correct,yen4,page_0118,1.0,gold/yen4_page_0118_c05_097.png,鬼,鬼,True,GOLD,matched
a80e96aeda6aeb4a,correct,yen2,page_0148,1.0,gold/yen2_page_0148_c06_107.png,略,略,True,GOLD,matched
cb28a7b34f3676ad,correct,yen4,page_0192,1.0,gold/yen4_page_0192_c04_064.png,帝,帝,True,GOLD,matched
fa1b29c26025464f,correct,yen11,page_0116,1.0,gold/yen11_page_0116_c06_121.png,翁,翁,True,GOLD,matched
ed65915635e12bb0,correct,yen11,page_0026,1.0,gold/yen11_page_0026_c05_107.png,低,低,True,GOLD,matched
4abb7c79e20276f1,correct,yen11,page_0216,1.0,gold/yen11_page_0216_c02_039.png,長,長,True,GOLD,matched
747ea22ae5668dd9,correct,yen2,page_0084,1.0,gold/yen2_page_0084_c04_081.png,連,連,True,GOLD,matched
086d1e0ccf0a3205,correct,yen2,page_0230,1.0,gold/yen2_page_0230_c05_106.png,皇,皇,True,GOLD,matched
f2d521aa4af40ef0,correct,yen2,page_0088,1.0,gold/yen2_page_0088_c08_150.png,主,主,True,GOLD,matched
6074794318d41f65,correct,yen11,page_0208,1.0,gold/yen11_page_0208_c07_151.png,庒,庒,True,GOLD,matched
9524ad60fbddbadc,correct,yen11,page_0228,1.0,gold/yen11_page_0228_c09_190.png,墓,墓,True,GOLD,matched
14b1c9abc581aeeb,correct,yen4,page_0112,0.35,,本,,False,,orphan
aeb3a5cfe79ab4d3,correct,yen11,page_0078,1.0,gold/yen11_page_0078_c09_173.png,柴,柴,True,GOLD,matched
f62bf39d6b9903e3,correct,yen2,page_0038,1.0,gold/yen2_page_0038_c07_136.png,朱,朱,True,GOLD,matched
edcfc8583c32fa2b,correct,yen2,page_0086,1.0,gold/yen2_page_0086_c04_082.png,撑,撑,True,GOLD,matched
8d94b769102b679d,correct,yen2,page_0106,1.0,gold/yen2_page_0106_c04_070.png,庄,庄,True,GOLD,matched
d8a33dcd44fbee76,correct,yen11,page_0030,1.0,gold/yen11_page_0030_c03_062.png,灵,灵,True,GOLD,matched
6bc423e498ecd65e,correct,yen4,page_0290,1.0,gold/yen4_page_0290_c08_169.png,天,天,True,GOLD,matched
b026b16b6c9884d8,correct,yen4,page_0200,1.0,gold/yen4_page_0200_c01_013.png,罰,罰,True,GOLD,matched
78d30f8c9ee5fec6,correct,yen11,page_0036,1.0,gold/yen11_page_0036_c06_114.png,冷,冷,True,GOLD,matched
cc8652c987e6d11f,correct,yen11,page_0032,1.0,gold/yen11_page_0032_c08_167.png,時,時,True,GOLD,matched
06f2fa88f1221912,correct,yen11,page_0258,1.0,gold/yen11_page_0258_c09_195.png,安,安,True,GOLD,matched
f584e752c143c1ca,correct,yen11,page_0288,1.0,gold/yen11_page_0288_c06_113.png,垩,垩,True,GOLD,matched
1bfb6f8f15815ffc,correct,yen4,page_0104,1.0,gold/yen4_page_0104_c03_045.png,旦,旦,True,GOLD,matched
bcde513855951560,correct,yen11,page_0184,1.0,gold/yen11_page_0184_c07_132.png,味,味,True,GOLD,matched
c751cb77484a4a80,correct,yen11,page_0182,1.0,gold/yen11_page_0182_c02_037.png,犯,犯,True,GOLD,matched
174b972e9280ecdd,correct,yen2,page_0146,1.0,gold/yen2_page_0146_c05_073.png,牙,牙,True,GOLD,matched
e27a4be70cc7f397,correct,yen11,page_0280,1.0,gold/yen11_page_0280_c03_058.png,挭,挭,True,GOLD,matched
e84d1daa1ab15e37,correct,yen4,page_0248,1.0,gold/yen4_page_0248_c08_170.png,特,特,True,GOLD,matched
3b771108829834f9,correct,yen11,page_0256,1.0,gold/yen11_page_0256_c06_115.png,理,理,True,GOLD,matched
96e54fc1068d6ebe,correct,yen11,page_0296,1.0,gold/yen11_page_0296_c07_135.png,時,時,True,GOLD,matched
d757b801fd53d3af,correct,yen2,page_0226,1.0,gold/yen2_page_0226_c01_005.png,𧗱,𧗱,True,GOLD,matched
52f13014b1e47572,correct,yen2,page_0194,1.0,gold/yen2_page_0194_c09_150.png,破,破,True,GOLD,matched
1c8d1771c187aa75,correct,yen11,page_0072,1.0,gold/yen11_page_0072_c06_115.png,共,共,True,GOLD,matched
8e4d83de483069bf,correct,yen4,page_0058,1.0,gold/yen4_page_0058_c07_126.png,庄,庄,True,GOLD,matched
b707677015e27bff,correct,yen4,page_0154,1.0,gold/yen4_page_0154_c03_052.png,双,双,True,GOLD,matched
f54c6ce999631a4b,correct,yen2,page_0046,1.0,gold/yen2_page_0046_c08_161.png,朗,朗,True,GOLD,matched
66cfed45a4921079,correct,yen2,page_0178,1.0,gold/yen2_page_0178_c03_042.png,助,助,True,GOLD,matched
3998fc02a6e243ff,correct,yen11,page_0078,1.0,gold/yen11_page_0078_c08_158.png,曰,曰,True,GOLD,matched
947add78fefe789b,correct,yen11,page_0200,1.0,gold/yen11_page_0200_c03_045.png,㤙,㤙,True,GOLD,matched
980268fd9474714a,correct,yen11,page_0188,1.0,gold/yen11_page_0188_c01_000.png,除,除,True,GOLD,matched
d3ec8868dbad1d8e,correct,yen11,page_0088,0.271,,重,,False,,orphan
84e69e6b398823aa,correct,yen2,page_0280,1.0,gold/yen2_page_0280_c06_116.png,白,白,True,GOLD,matched
0ca24d2bbca3abfb,correct,yen4,page_0120,1.0,gold/yen4_page_0120_c01_002.png,㝵,㝵,True,GOLD,matched
8059c260f8e50dce,correct,yen11,page_0236,1.0,gold/yen11_page_0236_c07_133.png,時,時,True,GOLD,matched
717ecff1f68ff813,correct,yen2,page_0054,1.0,gold/yen2_page_0054_c05_085.png,連,連,True,GOLD,matched
c26ae5934333cde0,correct,yen4,page_0174,1.0,gold/yen4_page_0174_c09_180.png,旦,旦,True,GOLD,matched
c1cb5b4b61d14cf3,correct,yen11,page_0108,1.0,gold/yen11_page_0108_c09_190.png,主,主,True,GOLD,matched
786b9a3cd999679a,correct,yen11,page_0088,1.0,gold/yen11_page_0088_c05_121.png,罢,罢,True,GOLD,matched
8b07e1f326724507,correct,yen2,page_0154,1.0,gold/yen2_page_0154_c06_112.png,吹,吹,True,GOLD,matched
fe61443483ec9c37,correct,yen11,page_0232,1.0,gold/yen11_page_0232_c01_017.png,庄,庄,True,GOLD,matched
28f5a0f21776980e,correct,yen2,page_0296,1.0,gold/yen2_page_0296_c08_129.png,㝵,㝵,True,GOLD,matched
52de009c56862cd0,correct,yen2,page_0076,1.0,gold/yen2_page_0076_c02_033.png,位,位,True,GOLD,matched
f947bb54dd8ed6ae,correct,yen2,page_0102,1.0,gold/yen2_page_0102_c06_123.png,庄,庄,True,GOLD,matched
f1599836ef4f7f71,correct,yen2,page_0028,1.0,gold/yen2_page_0028_c09_189.png,衆,衆,True,GOLD,matched
26d0542a27176e61,correct,yen11,page_0090,1.0,gold/yen11_page_0090_c08_159.png,麻,麻,True,GOLD,matched
1e7c20aa4c5cea4a,correct,yen11,page_0040,1.0,gold/yen11_page_0040_c03_051.png,贖,贖,True,GOLD,matched
8e8f53bbd1318bcc,correct,yen11,page_0246,1.0,gold/yen11_page_0246_c08_165.png,字,字,True,GOLD,matched
99e8dcf01a6438fa,correct,yen11,page_0136,1.0,gold/yen11_page_0136_c03_047.png,塊,塊,True,GOLD,matched
4968bcf27d95477f,correct,yen4,page_0120,1.0,gold/yen4_page_0120_c06_105.png,浪,浪,True,GOLD,matched
b01de61d7914142d,correct,yen11,page_0218,1.0,gold/yen11_page_0218_c08_155.png,扒,扒,True,GOLD,matched
a6e8a16b12faaf87,correct,yen4,page_0040,1.0,gold/yen4_page_0040_c01_010.png,沫,沫,True,GOLD,matched
c1058aa4e14d786e,wrong_label,yen4,page_0232,1.0,gold/yen4_page_0232_c03_051.png,㝵,㝵,True,GOLD,matched
2200267dc47a2377,correct,yen2,page_0232,1.0,gold/yen2_page_0232_c09_173.png,麻,麻,True,GOLD,matched
f794ea347990c154,correct,yen2,page_0082,1.0,gold/yen2_page_0082_c09_167.png,園,園,True,GOLD,matched
532d867ef0cd1138,correct,yen2,page_0234,1.0,gold/yen2_page_0234_c03_042.png,各,各,True,GOLD,matched
39c69e199219f321,correct,yen4,page_0126,1.0,gold/yen4_page_0126_c02_037.png,㝵,㝵,True,GOLD,matched
483023e3f5897de1,correct,yen2,page_0064,1.0,gold/yen2_page_0064_c06_110.png,束,束,True,GOLD,matched
6a7f0079d1abb206,correct,yen11,page_0076,1.0,gold/yen11_page_0076_c09_163.png,聀,聀,True,GOLD,matched
5e188c0b38d029d8,correct,yen2,page_0206,1.0,gold/yen2_page_0206_c07_123.png,主,主,True,GOLD,matched
98d488efd327c34b,correct,yen4,page_0270,1.0,gold/yen4_page_0270_c08_160.png,枸,枸,True,GOLD,matched
dbe62a2aec7e947c,correct,yen11,page_0058,1.0,gold/yen11_page_0058_c08_166.png,時,時,True,GOLD,matched
bd905e39f4cbac5c,correct,yen2,page_0028,1.0,gold/yen2_page_0028_c01_006.png,共,共,True,GOLD,matched
7586427f9303eed7,correct,yen4,page_0282,1.0,gold/yen4_page_0282_c02_029.png,黙,黙,True,GOLD,matched
209b125c8a280336,correct,yen11,page_0290,1.0,gold/yen11_page_0290_c02_031.png,穷,穷,True,GOLD,matched
2bbecacc0db89a17,correct,yen2,page_0032,1.0,gold/yen2_page_0032_c04_087.png,浪,浪,True,GOLD,matched
23cb8b5f7f03ab56,correct,yen11,page_0018,1.0,gold/yen11_page_0018_c05_095.png,庒,庒,True,GOLD,matched
9e4bf805bd55d790,correct,yen4,page_0052,1.0,gold/yen4_page_0052_c08_139.png,眉,眉,True,GOLD,matched
1a8d3e5a221667a5,correct,yen4,page_0256,1.0,gold/yen4_page_0256_c02_026.png,其,其,True,GOLD,matched
d8a74f61d493f53d,correct,yen11,page_0106,1.0,gold/yen11_page_0106_c01_009.png,時,時,True,GOLD,matched
04d98326bff63a85,correct,yen4,page_0166,1.0,gold/yen4_page_0166_c05_104.png,朱,朱,True,GOLD,matched
fc46fff1d685541f,correct,yen4,page_0296,1.0,gold/yen4_page_0296_c02_026.png,冷,冷,True,GOLD,matched
c98bf9e30981608f,correct,yen2,page_0156,1.0,gold/yen2_page_0156_c02_024.png,命,命,True,GOLD,matched
3da5994fe22cb82e,correct,yen4,page_0020,1.0,gold/yen4_page_0020_c05_104.png,柴,柴,True,GOLD,matched
f0e72095a235a13b,correct,yen11,page_0262,1.0,gold/yen11_page_0262_c01_011.png,罢,罢,True,GOLD,matched
823c01840c293c04,correct,yen2,page_0038,1.0,gold/yen2_page_0038_c02_023.png,罢,罢,True,GOLD,matched
942449e3f05753ce,correct,yen11,page_0220,1.0,gold/yen11_page_0220_c08_166.png,事,事,True,GOLD,matched
68f7ba6becfa75f6,correct,yen11,page_0226,1.0,gold/yen11_page_0226_c08_166.png,奴,奴,True,GOLD,matched
8c28a8eb7607f123,correct,yen4,page_0222,1.0,gold/yen4_page_0222_c05_098.png,体,体,True,GOLD,matched
12b67ff5415243b8,correct,yen2,page_0188,1.0,gold/yen2_page_0188_c01_003.png,麻,麻,True,GOLD,matched
56758a32bf1092cd,correct,yen4,page_0264,1.0,gold/yen4_page_0264_c07_134.png,旁,旁,True,GOLD,matched
c1cc0318fb5110a1,correct,yen2,page_0140,0.859,gold/yen2_page_0140_c04_051.png,巴,巴,True,GOLD,matched
e6cf5a7e6d0a2852,correct,yen4,page_0178,1.0,gold/yen4_page_0178_c07_124.png,特,特,True,GOLD,matched
1afe2ca152e05e63,correct,yen2,page_0016,1.0,gold/yen2_page_0016_c02_028.png,付,付,True,GOLD,matched
2c19410d506605f9,correct,yen2,page_0220,1.0,gold/yen2_page_0220_c04_076.png,燒,燒,True,GOLD,matched
a8543cd67986ad93,correct,yen11,page_0294,1.0,gold/yen11_page_0294_c02_021.png,双,双,True,GOLD,matched
dfc2944702f7e59e,correct,yen4,page_0294,1.0,gold/yen4_page_0294_c03_053.png,绵,绵,True,GOLD,matched
935966cb6a8c1529,correct,yen11,page_0106,1.0,gold/yen11_page_0106_c01_005.png,強,強,True,GOLD,matched
1d65e0f234b6df56,correct,yen2,page_0108,1.0,gold/yen2_page_0108_c08_140.png,欺,欺,True,GOLD,matched
1b34d5953df1c87d,correct,yen4,page_0162,1.0,gold/yen4_page_0162_c04_075.png,連,連,True,GOLD,matched
eb76b754e4eeb157,wrong_label,yen2,page_0194,1.0,gold/yen2_page_0194_c05_077.png,連,連,True,GOLD,matched
7be94a6b7aae3e4d,correct,yen2,page_0282,1.0,gold/yen2_page_0282_c09_176.png,打,打,True,GOLD,matched
29059985968b1899,correct,yen2,page_0018,1.0,gold/yen2_page_0018_c02_030.png,那,那,True,GOLD,matched
63db6ecccda3feaa,correct,yen4,page_0238,1.0,gold/yen4_page_0238_c09_181.png,吏,吏,True,GOLD,matched
5abeda728c108d1e,correct,yen2,page_0182,1.0,gold/yen2_page_0182_c01_006.png,麻,麻,True,GOLD,matched
c49119dd8a4ff6a1,correct,yen4,page_0174,1.0,gold/yen4_page_0174_c02_038.png,包,包,True,GOLD,matched
e61a86cba061b6ad,correct,yen11,page_0032,1.0,gold/yen11_page_0032_c04_075.png,庫,庫,True,GOLD,matched
a7d0c66dbc6213df,correct,yen4,page_0196,1.0,gold/yen4_page_0196_c07_128.png,連,連,True,GOLD,matched
df929b6a39d80128,correct,yen2,page_0036,1.0,gold/yen2_page_0036_c04_076.png,邁,邁,True,GOLD,matched
d5ea2f23a68905d3,correct,yen2,page_0182,1.0,gold/yen2_page_0182_c03_043.png,君,君,True,GOLD,matched
b8c21f720519fcb0,correct,yen4,page_0014,1.0,gold/yen4_page_0014_c02_035.png,下,下,True,GOLD,matched
7a88dbae1e38fe4f,correct,yen11,page_0066,1.0,gold/yen11_page_0066_c05_105.png,各,各,True,GOLD,matched
42f09b17b4e672f2,correct,yen11,page_0126,0.72,gold/yen11_page_0126_c03_046.png,𢃄,𢃄,True,GOLD,matched
0697e00f74209901,correct,yen11,page_0220,1.0,gold/yen11_page_0220_c07_133.png,共,共,True,GOLD,matched
074e3e11d7af50ea,correct,yen4,page_0218,1.0,gold/yen4_page_0218_c09_174.png,補,補,True,GOLD,matched
72039866d3306486,correct,yen2,page_0290,1.0,gold/yen2_page_0290_c06_108.png,求,求,True,GOLD,matched
6f3056d31f148816,correct,yen11,page_0036,1.0,gold/yen11_page_0036_c08_160.png,嗔,嗔,True,GOLD,matched
0ceeb710e43d8c50,correct,yen4,page_0234,1.0,gold/yen4_page_0234_c09_167.png,事,事,True,GOLD,matched
99a5930aa9b9b8de,correct,yen11,page_0106,1.0,gold/yen11_page_0106_c01_017.png,特,特,True,GOLD,matched
5140642f8e3e46d4,correct,yen11,page_0066,0.973,gold/yen11_page_0066_c02_028.png,中,中,True,GOLD,matched
02355be8563a323b,correct,yen4,page_0032,1.0,gold/yen4_page_0032_c07_129.png,燒,燒,True,GOLD,matched
2983b023cd2dd46f,correct,yen2,page_0296,1.0,gold/yen2_page_0296_c07_119.png,哿,哿,True,GOLD,matched
b82ad90627aab0d4,correct,yen2,page_0194,1.0,gold/yen2_page_0194_c06_096.png,中,中,True,GOLD,matched
c8e276a84b067055,correct,yen2,page_0278,1.0,gold/yen2_page_0278_c03_048.png,黄,黄,True,GOLD,matched
8c9092240decd5a7,correct,yen2,page_0304,1.0,gold/yen2_page_0304_c03_040.png,寺,寺,True,GOLD,matched
