item_id,ai_decision,confidence,label,syllable,rule,image,reason
8d1e2de0276f9cc6,wrong_label,0.5,𡗶,trời,s2_inter_s3_corrected,silver/yen11_page_0098_c02_025.png,Không thấy cấu trúc đặc trưng 天+上 của 𡗶; crop là glyph khác (mái 尸/尺 trên + ô vuông dưới).
089d9fc05e564eff,unsure,0.5,壳,xác,s2_inter_s3_corrected,silver/yen2_page_0026_c03_044.png,Phần trên mơ hồ 士 (壳) hay 虍 (虎); đáy 几 giống nhưng không chắc.
cb8991337ae19d12,unsure,0.5,像,tượng,s2_inter_s3_corrected,silver/yen2_page_0182_c01_017.png,Không phân biệt được bộ trái là 亻 (像) hay 糸/豸; phải có nét 象.
1d43de29e814ef98,wrong_image,0.5,包,vào,s2_inter_s3_corrected,silver/yen2_page_0238_c04_072.png,"Crop vỡ mảnh: ô 曰/巨 ở giữa + mảnh mờ trên/dưới, không thấy nét 勹 của 包."
b87ec3fe18c5172f,unsure,0.5,瘥,si,s2_inter_s3_corrected,silver/yen4_page_0150_c05_097.png,Có bộ 疒 giống ref nhưng phần trong không rõ có phải 差 (瘥) không.
a4895136ca3149d2,wrong_label,0.5,乄,làm,s2_inter_s3_corrected,silver/yen4_page_0288_c06_120.png,"Crop là glyph nhiều bộ (爫/厶), không phải nét メ đơn giản của 乄."
da47a2ebab5a3650,wrong_image,0.5,支,giê,s2_inter_s3_corrected,silver/yen2_page_0068_c04_068.png,"Crop xếp mảnh 圭 + 氺, không phải cấu trúc 十+又 của 支."
88e63b5320c60a8d,wrong_label,0.5,翁,ông,s3_head_bank_consensus,silver/yen2_page_0080_c02_027.png,"Đáy là 古/口, không phải bộ 羽 kép của 翁."
5493be00ca38c833,unsure,0.5,歇,hết,s2_inter_s3_corrected,silver/yen4_page_0232_c03_047.png,"Crop bố cục xếp trên-dưới, mờ; 歇 vốn là chữ rộng trái-phải (曷+欠) nên không chắc là 歇 nén hay chữ khác."
d845c02fae21ff51,wrong_label,0.5,浪,răng,s2_inter_s3_corrected,silver/yen2_page_0034_c02_039.png,"Crop xếp dọc nhiều tầng, KHÔNG có cấu trúc trái-phải 氵+良 của 浪; âm 'răng' nên nhiều khả năng là chữ Nôm khác (vd 𦝄)."
d3134d2177cce796,wrong_image,0.5,朱,cho,s2_inter_s3_corrected,silver/yen4_page_0204_c06_128.png,"Crop cao bất thường: phần dưới giống 朱/木 nhưng phần trên là ô vuông lạ tách riêng, nghi cắt dính phần chữ phía trên."
8233b19023d222f2,unsure,0.5,穹,cùng,s2_inter_s3_corrected,silver/yen2_page_0086_c04_079.png,Crop có 宀/穴 phía trên nhưng thân dưới mờ; khó tách 穹 với 宮 (đều đọc 'cùng').
1b8c9e9b24e996d9,wrong_image,0.5,魂,hồn,s3_head_bank_consensus,silver/yen11_page_0222_c09_183.png,"Phần trên giống 魂/鬼 nhưng phía dưới có ô vuông rời tách bằng khoảng trắng, nghi cắt dính phần chữ bên dưới."
d321eaf1bdf04293,wrong_label,0.5,黙,mắc,s2_inter_s3_corrected,silver/yen11_page_0156_c02_035.png,Crop trông như 鼓 (壴+殳); không thấy bộ 黑 (lưới+4 chấm) của 黙
dc678e97456209bf,wrong_image,0.5,𠊚,người,s2_inter_s3_corrected,silver/yen4_page_0044_c05_097.png,"Crop thiếu bộ 亻/彳 của 𠊚 (dạng 得), gồm 2 thành phần xếp dọc (旦/雪 trên + 立/正 dưới), nghi cắt dính/nhầm ô; đúng kiểu nhầm 㝵/người."
4778a3b36f1e7572,wrong_image,0.5,尼,ni,s2_inter_s3_corrected,silver/yen11_page_0118_c08_149.png,Glyph chinh 尼 phia tren nhung dinh them 1 o vuong (西/罒) ro o duoi = cat lem sang chu ke -> loi cat.
097665986ab1936c,wrong_label,0.5,倘,thẳng,s3_head_bank_consensus,silver/yen2_page_0112_c07_125.png,"Crop là chữ dạng hộp giống 高/尚, không có bộ 亻 bên trái như ref 倘; có dải nhiễu ruling phía trên nhưng thân chữ hoàn chỉnh và khác 倘."
d964b9eaa3462917,unsure,0.5,垩,thánh,s2_inter_s3_corrected,silver/yen2_page_0166_c07_119.png,"Chữ sạch thuộc họ 圣/垩/堊 (thánh), đáy 土/王 rõ nhưng nét phía trên mờ (giống 千/干), không xác nhận đúng 垩."
77b93afac59105c4,unsure,0.5,天,thiên,s2_inter_s3_corrected,silver/yen11_page_0048_c01_012.png,天 rõ ở trên nhưng có thành phần 上 khá rõ phía dưới → giống 𡗶 (trời) hơn là 天 (thiên); nghi gán nhầm.
0663c76b2239b538,unsure,0.5,葩,pha,s2_inter_s3_corrected,silver/yen11_page_0218_c05_096.png,Đáy 巴 hợp phần 皅 của 葩 nhưng bộ 艹 trên mờ/đọc thành 王; không chắc chắn là 葩.
e39482db36a8fb5d,wrong_image,0.5,宜,nghe,s2_inter_s3_corrected,silver/yen2_page_0326_c01_014.png,"Trên có khối chữ 尸/尺 riêng, dưới mới là 宜 (宀+且); nghi dính chữ trước."
e9aebd97d9c28ef5,wrong_image,0.5,囉,ra,s2_inter_s3_corrected,silver/yen4_page_0220_c07_127.png,"Crop xếp dọc, không thấy 口 của 囉 (口+羅); nghi cắt cụt/nhầm ô."
82d128ef8a34206e,unsure,0.5,黎,rê,s3_head_bank_consensus,silver/yen11_page_0166_c05_096.png,"Glyph mộc bản rối, thành phần bên phải trông như 殳; không xác nhận rõ là 黎 mà cũng không đủ chắc gán chữ khác, cần soát tay."
3a9a26b2b0081565,wrong_label,0.5,𥒥,đứa,s2_inter_s3_corrected,silver/yen2_page_0296_c01_002.png,"Crop trông như 启/啟 (户+口), khác hẳn ref �5 (禾+多 dạng 移)."
c68cf91a7926de90,wrong_image,0.5,寺,thì,s3_head_bank_consensus,silver/yen2_page_0024_c05_099.png,寺 ở dưới nhưng có 1 ô vuông (chữ khác) chồng phía trên → dính 2 chữ.
ade24f5e9d9f4d04,wrong_label,0.5,除,thờ,s2_inter_s3_corrected,silver/yen4_page_0274_c08_156.png,"Crop bố cục trên-dưới, không có bộ 阝 bên trái của 除; là chữ khác."
dd319ae156d7721b,wrong_label,0.5,乄,làm,s2_inter_s3_corrected,silver/yen2_page_0170_c05_076.png,"Crop là chữ ghép có bộ 爫 (móng) + phần dưới, khác hẳn nét đơn メ của ref 乄; khớp candidate 爫 (làm)."
ac328cab0b2bf37d,wrong_label,0.5,垩,thánh,s2_inter_s3_corrected,silver/yen11_page_0156_c06_122.png,"Crop giống 聖 (耳+口 trên, 王 dưới) hơn là 垩 (亚+土) của ref; khớp candidate 聖, cùng âm thánh."
e800f36bc94d5651,wrong_image,0.5,群,còn,s2_inter_s3_corrected,silver/yen11_page_0202_c09_182.png,Crop xếp 2 mảnh dọc không tạo thành 群 (君+羊); nghi cắt nhầm 2 ô cột.
8e1658e79e9b72f9,wrong_image,0.5,袄,áo,s2_inter_s3_corrected,silver/yen11_page_0178_c05_103.png,Crop có một chữ đầy đủ ở trên + 袄 ở dưới; dính 2 chữ.
df1371071d6c458e,wrong_image,0.5,拗,ao,s2_inter_s3_corrected,silver/yen2_page_0044_c01_018.png,"Crop chong 2-3 manh, khong thay bo 扌+幼 cua 拗, loi cat/dinh."
0796a784d2992ac4,unsure,0.5,𡗶,trời,s2_inter_s3_corrected,silver/yen11_page_0036_c01_010.png,"Đỉnh rõ là 王/玉 (có nét dọc xuyên tâm, KHÔNG phải 天), đáy giống 尒/示; không khớp 𡗶 nhưng chưa chắc là biến thể mộc bản hay cắt dính, cần soát tay."
f4199cfd4cdc5276,wrong_label,0.5,乄,làm,s2_inter_s3_corrected,silver/yen4_page_0136_c08_167.png,"Không phải nét メ đơn giản của 乄 (ref); crop có vòng cuộn phía trên + phần 王/五 phía dưới, là chữ khác."
cb3985df55f689d1,wrong_label,0.5,嬈,nhau,s2_inter_s3_corrected,silver/yen4_page_0244_c05_102.png,"Crop là chữ đối xứng kiểu 秦/奉 (ba nét ngang + 禾/木), thiếu hẳn bộ 女 bên trái nên không phải 嬈."
3c2f3ff890452d83,wrong_label,0.5,㐌,đã,s2_inter_s3_corrected,silver/yen2_page_0108_c03_049.png,"Crop là chữ dạng hộp 亜/西 (nhiều nét ngang trong khung), không phải 㐌 (dạng cong 也); có mảnh dính ở trên."
ae95e2e510546a5e,wrong_image,0.5,撰,chọn,s3_head_bank_consensus,silver/yen4_page_0156_c04_057.png,"Phía trên có chữ 勿/匆 riêng, dưới là chữ bộ 扌; xếp trên-dưới không hợp cấu trúc trái-phải của 撰. Dính chữ."
040b39a8b6b5cd0f,wrong_image,0.5,断,đoạn,s2_inter_s3_corrected,silver/yen4_page_0082_c04_072.png,"Có một ô chữ riêng phía trên chồng lên chữ 断 bên dưới; 断 là chữ trái-phải nên tách trên-dưới là bất thường, nghi dính 2 chữ."
476b1f60c75a052e,wrong_image,0.5,麻,mà,s2_inter_s3_corrected,silver/yen11_page_0080_c02_039.png,"Chữ 麻 phía trên, phía dưới là một chữ dạng 户 riêng biệt, nghi dính 2 chữ."
1c0719a8dc5a433d,wrong_label,0.5,德,đức,s2_inter_s3_corrected,silver/yen11_page_0162_c09_168.png,"德 là chữ trái-phải phức tạp (彳+悳); crop là glyph mảnh, mờ, đơn giản, không có 彳/心."
fa45d90d39bb6fef,wrong_image,0.5,斫,chước,s2_inter_s3_corrected,silver/yen2_page_0330_c07_121.png,"Ref 斫 = 石+斤 (trái-phải); crop là hai thành phần bộ đao xếp dọc, nghi dính/cắt 2 chữ."
3779b9920554fceb,wrong_image,0.5,把,bà,s2_inter_s3_corrected,silver/yen4_page_0048_c03_053.png,"Ref 把 = 扌+巴 (trái-phải); crop xếp dọc: 有 trên + phần khác dưới, nghi dính 2 chữ."
96ab3e45b82d9156,wrong_label,0.5,君,vua,s3_head_bank_consensus,silver/yen2_page_0136_c03_036.png,"Glyph có bộ 辶 (đi bộ), giống 連/蓮, không phải 君 (君 không có 辶)."
aa2e2e4497145f06,wrong_image,0.5,爫,làm,s2_inter_s3_corrected,silver/yen2_page_0116_c08_146.png,Crop cao nhiều tầng: 爫 (bộ vuốt) ở trên + chữ khác phía dưới → nghi dính/thừa chữ.
a81d952e623017a5,wrong_image,0.5,宜,nghe,s3_head_bank_consensus,silver/yen11_page_0228_c01_014.png,"Dính 2 chữ: 宜 (宀+且) ở dưới, phía trên là một chữ khác (giống 庄/圧)."
